sensor_id,seq,t_us,wall_s,raw_x,raw_y,raw_z,mv_x,mv_y,mv_z,gx_est,gy_est,gz_est,g_norm_est
2,125953,1259935730,99.4267882,2014,1915,2249,1730,1656,1914,-0.00187719298245611,0.00347368421052655,-0.00657894736842081,0.0076728667370348
1,135340,1353852834,99.4277329,1920,934,0,1719,909,142,0.309295532646048,2.55666666666667,0,2.57530739348903
2,125954,1259945731,99.4286582,2012,1914,2249,1727,1655,1921,-0.0118771929824561,0.000140350877193214,0.0167543859649125,0.0205376936527082
1,135341,1353862836,99.4295564,1985,884,0,1766,867,142,0.465962199312715,2.41666666666667,0,2.4611782846771
2,125955,1259955731,99.4437293,2006,1913,2240,1730,1652,1915,-0.00187719298245611,-0.00985964912280679,-0.00324561403508748,0.0105484854260223
1,135342,1353872834,99.445126,1938,928,0,1732,901,142,0.352628865979382,2.53,0,2.55445632515451
2,125956,1259965730,99.4462902,2012,1910,2243,1728,1657,1912,-0.00854385964912278,0.00680701754385988,-0.0132456140350875,0.0171691384965242
1,135343,1353882834,99.4581559,1904,906,0,1705,883,142,0.262628865979382,2.47,0,2.48392309084754
2,125957,1259975729,99.4591283,2011,1915,2244,1731,1657,1914,0.00145614035087722,0.00680701754385988,-0.00657894736842081,0.00957801550637292
1,135344,1353892834,99.4599873,1917,912,0,1713,891,142,0.289295532646048,2.49666666666667,0,2.51337151047222
2,125958,1259985731,99.4738237,2012,1919,2250,1731,1655,1916,0.00145614035087722,0.000140350877193214,8.77192982458534e-05,0.00146551621126022
1,135345,1353902835,99.4748734,2042,1021,0,1819,980,142,0.642628865979382,2.79333333333333,0,2.866301270017
2,125960,1260005731,99.5046621,2013,1915,2246,1731,1652,1920,0.00145614035087722,-0.00985964912280679,0.0134210526315792,0.0167169877455819
2,125961,1260015731,99.5055524,2010,1907,2240,1727,1651,1915,-0.0118771929824561,-0.0131929824561401,-0.00324561403508748,0.0180459554941068
1,135348,1353932835,99.5064148,1936,922,0,1741,900,142,0.382628865979382,2.52666666666667,0,2.55547437739554
2,125962,1260025731,99.5361168,2013,1913,2246,1730,1656,1916,-0.00187719298245611,0.00347368421052655,8.77192982458534e-05,0.00394943415733554
2,125963,1260035732,99.53713,2014,1912,2246,1731,1650,1914,0.00145614035087722,-0.0165263157894735,-0.00657894736842081,0.0178471848416299
2,125964,1260045730,99.552609,2007,1917,2247,1728,1655,1915,-0.00854385964912278,0.000140350877193214,-0.00324561403508748,0.00914063709690928
1,135351,1353962835,99.5536248,1961,878,0,1756,860,142,0.432628865979382,2.39333333333333,0,2.43212092218357
2,125965,1260055731,99.5546853,2012,1917,2250,1726,1655,1919,-0.0152105263157894,0.000140350877193214,0.0100877192982459,0.0182521749337512
2,125966,1260065731,99.5686688,2012,1911,2240,1730,1652,1919,-0.00187719298245611,-0.00985964912280679,0.0100877192982459,0.014230200805275
1,135352,1353972835,99.5697344,1954,865,0,1749,856,142,0.409295532646048,2.38,0,2.41493743874329
2,125967,1260075731,99.5706702,2011,1909,2246,1730,1651,1915,-0.00187719298245611,-0.0131929824561401,-0.00324561403508748,0.0137154165101232
1,135353,1353982834,99.5833301,1936,895,0,1731,873,142,0.349295532646048,2.43666666666667,0,2.46157506762864
2,125968,1260085734,99.5840547,2000,1910,2247,1731,1655,1918,0.00145614035087722,0.000140350877193214,0.00675438596491252,0.0069109892818025
1,135354,1353992835,99.5846553,1888,873,0,1696,855,142,0.232628865979382,2.37666666666667,0,2.38802442067314
1,135355,1354002834,99.5852123,1939,883,0,1741,865,142,0.382628865979382,2.41,0,2.44018541284892
1,135356,1354012835,99.5990314,1966,874,0,1755,857,142,0.429295532646048,2.38333333333333,0,2.42168793037576
2,125969,1260095730,99.5998353,2017,1914,2250,1734,1651,1917,0.0114561403508772,-0.0131929824561401,0.00342105263157919,0.0178045370323144
2,125970,1260105730,99.6004282,2011,1910,2242,1735,1651,1914,0.0147894736842106,-0.0131929824561401,-0.00657894736842081,0.0208821901729782
1,135357,1354022835,99.6151384,1959,882,0,1753,866,142,0.422628865979382,2.41333333333333,0,2.45005978215569
2,125971,1260115731,99.61613,2010,1908,2250,1732,1652,1920,0.00478947368421056,-0.00985964912280679,0.0134210526315792,0.0173284850098394
1,135358,1354032834,99.6170443,1977,875,0,1762,863,142,0.452628865979382,2.40333333333333,0,2.44558459298158
2,125972,1260125730,99.6177309,2011,1915,2246,1728,1656,1915,-0.00854385964912278,0.00347368421052655,-0.00324561403508748,0.00977742451584908
1,135359,1354042834,99.6309463,1967,906,0,1755,882,142,0.429295532646048,2.46666666666667,0,2.50374501473179
1,135360,1354052835,99.6319251,1924,881,0,1720,864,142,0.312628865979382,2.40666666666667,0,2.42688715277163
2,125973,1260135732,99.6328225,2006,1911,2244,1730,1657,1918,-0.00187719298245611,0.00680701754385988,0.00675438596491252,0.00977144160801291
2,125974,1260145730,99.6338108,2011,1914,2240,1728,1652,1914,-0.00854385964912278,-0.00985964912280679,-0.00657894736842081,0.0146113916861203
1,135361,1354062837,99.6462742,1927,869,0,1724,854,142,0.325962199312715,2.37333333333333,0,2.39561317129705
2,125975,1260155730,99.6471518,2009,1917,2245,1733,1655,1917,0.00812280701754389,0.000140350877193214,0.00342105263157919,0.00881494715361494
2,125976,1260165730,99.6481381,2006,1911,2245,1734,1651,1918,0.0114561403508772,-0.0131929824561401,0.00675438596491252,0.0187328499590966
1,135362,1354072836,99.6490338,1936,847,0,1732,837,142,0.352628865979382,2.31666666666667,0,2.34335049908595
1,135363,1354082835,99.7036048,1926,757,0,1720,763,142,0.312628865979382,2.07,0,2.09347481662511
2,125977,1260175730,99.7047341,2012,1913,2246,1731,1652,1915,0.00145614035087722,-0.00985964912280679,-0.00324561403508748,0.0104817477555546
1,135364,1354092835,99.7059606,1897,804,0,1695,802,142,0.229295532646048,2.2,0,2.21191691554892
2,125978,1260185732,99.7067538,2007,1909,2243,1732,1655,1916,0.00478947368421056,0.000140350877193214,8.77192982458534e-05,0.00479233254436283
1,135365,1354102835,99.7074737,1945,859,0,1740,847,142,0.379295532646048,2.35,0,2.38041280056322
