window_id,t_start_s,t_end_s,n_samples,rms_x,rms_y,rms_z,std_x,std_y,std_z,ptp_x,ptp_y,ptp_z,norm_rms,norm_mean_abs,jerk_rms,motion_threshold,is_motion
220,54.749237,55.739236,100,4.65150196674128,5.17362200468632,5.84754938713194,4.66562758994766,5.16080801754332,5.86007722223053,32,35,41,9.08827095925949,7.47865949049661,1309.98987129811,10.5746734583437,0
221,54.999237,55.989237,100,4.5990369396624,5.54502921227882,7.02298908657529,4.61004612260282,5.52016505389306,7.04297773342607,32,42,49,10.0608580870401,7.84004300154695,1452.33946047639,10.5746734583437,0
222,55.249237,56.239237,100,4.29811962989034,4.57979906861673,7.23897710020111,4.27555891555759,4.59353960041775,7.27310668202254,26,32,49,9.5839021968605,7.45995975178797,1392.28980241967,10.5746734583437,0
223,55.499237,56.489237,100,4.5100393047713,4.93745785867249,6.5361311960612,4.53132754200458,4.94531714009947,6.54606057800484,32,33,49,9.3509334105678,7.34415127275162,1339.78590360265,10.5746734583437,0
224,55.749237,56.739237,100,5.02796989091442,5.086574635671,6.22677091360009,5.03619224446727,5.03180791655354,6.21773286819255,36,33,48,9.48295306108016,7.71800885105823,1314.90549819929,10.5746734583437,0
225,55.999237,56.989237,100,5.04979747421438,4.67772480936186,4.35278532373469,5.07395807088022,4.57462257647248,4.33881937113698,36,33,30,8.14421905385787,7.09302925928386,1132.88168563145,10.5746734583437,0
226,56.249237,57.239237,100,4.89658015761593,5.06432018685782,4.03422503579292,4.88498007191742,4.97525188439051,4.04125193123581,36,33,23,8.11780806833914,7.21190927364054,1132.70354386025,10.5746734583437,0
227,56.499237,57.489237,100,4.78154502273181,4.64741721491592,4.0239610166322,4.7548380465043,4.55727856058722,4.02145759795142,36,23,28,7.78806277820639,6.84132752680465,1079.84168476565,10.5746734583437,0
228,56.749237,57.739237,100,5.04161115420385,5.07818828707702,5.80879207751881,5.01311411512975,5.04343758028813,5.7986762683087,36,32,45,9.21671876043987,7.51927397492295,1289.62501837321,10.5746734583437,0
229,56.999237,57.989237,100,5.75804869346928,5.02871716037065,5.75400021894611,5.7850032520529,4.99311647382796,5.78035684473937,45,32,45,9.56826209690147,7.7468418653796,1326.61236417494,10.5746734583437,0
230,57.249237,58.239236,100,6.43240216804582,4.88491801774612,6.13189041660021,6.46090808890928,4.88389437257034,6.16220969156587,55,32,45,10.140922136215,8.07147940398599,1407.77323345399,10.5746734583437,0
231,57.499237,58.489237,100,6.6447843800782,5.01716389503175,6.98899248941715,6.65589280945157,5.03574094535123,7.02388421708028,55,32,58,10.8706535693339,8.5344132958393,1494.63875650092,10.5746734583437,1
232,57.749237,58.739237,100,6.48381125024662,4.41789913671375,5.20126842167434,6.50733075349283,4.38430395982318,5.11850475325469,55,27,47,9.41333279478142,7.58030863049857,1280.94237031648,10.5746734583437,0
233,57.999236,58.989237,100,6.24429292707343,4.79748518985459,5.29900362715039,6.20524379094411,4.72443679503738,5.13190653134531,41,37,47,9.49139071719875,7.57023999361765,1281.26079175607,10.5746734583437,0
234,58.249237,59.239238,100,5.39189081516067,4.81239483973286,4.91205574337994,5.39812911848151,4.78089632777889,4.66532448231123,41,37,47,8.73841646307689,6.95996288368333,1166.32660120707,10.5746734583437,0
235,58.499237,59.489237,100,6.50900377131826,5.17618725806855,4.19085750426651,6.53827889502206,5.14904129548659,3.65286659261385,46,46,27,9.31253624136268,7.35862512186422,1259.50863004885,10.5746734583437,0
236,58.749237,59.739237,100,6.05957389964261,5.12913244278954,4.57357164136205,6.08932664503219,5.15218890424745,4.0955630093598,46,46,27,9.16209544916322,7.14666818578249,1259.26798923179,10.5746734583437,0
237,58.999237,59.989237,100,5.5244711634205,5.67477618067543,6.03982114309298,5.5521312679152,5.68907334770396,5.90095866205764,46,39,47,9.96003543049816,7.62619417195828,1405.74519987321,10.5746734583437,0
238,59.249237,60.239237,100,5.52218059778979,5.46954027503354,6.27391786524382,5.53660910702935,5.49080958502386,6.17983033992868,42,39,49,9.988613254834,7.58190742783948,1416.55299046729,10.5746734583437,0
239,59.499237,60.489237,100,3.68173212628558,5.17076929845695,5.95758167776374,3.67211716104544,5.18190324225773,5.93652450785164,24,44,49,8.70544576887447,6.81438642644918,1257.37253128524,10.5746734583437,0
240,59.749237,60.739237,100,4.31607490419594,5.84141253320721,5.75784503501321,4.28782631941343,5.86449684391792,5.7339939718042,29,47,49,9.26840776018009,7.25087168830031,1331.84556587644,10.5746734583437,0
241,59.999237,60.989237,100,4.63103486202361,5.44496764196224,4.40378208260545,4.63298450834292,5.47239168070696,4.27872349509462,31,43,41,8.39568062436695,6.82374529131686,1173.18473640218,10.5746734583437,0
242,60.249237,61.239237,100,4.60490370182084,5.90896500950413,4.87723939661679,4.61804760005391,5.92839426707254,4.78765246875921,31,43,45,8.93915374733528,7.32662948926255,1274.21930194386,10.5746734583437,0
243,60.499237,61.489237,100,4.67701313460268,5.91537036507012,5.82372725439467,4.69982806476831,5.94434626559158,5.78486356491201,31,43,46,9.52795138268321,7.79399399325764,1405.15128908607,10.5746734583437,0
244,60.749237,61.739237,100,4.3986137577824,5.61964934328368,7.05480523790159,4.41158942016607,5.64598722254768,7.01636614918249,31,42,56,10.0348661513916,8.1296999535455,1469.83366874107,10.5746734583437,0
245,60.999237,61.989237,100,4.34516757144555,5.05797206043008,6.88757688764069,4.34725037910009,5.07913139794353,6.85936652256672,28,38,56,9.58656758027582,7.83738307722026,1424.71371079195,10.5746734583437,0
246,61.249237,62.239237,100,4.43025470920074,5.37762219168444,6.23577246158312,4.42257751986236,5.40455288800025,6.14678202744568,28,35,55,9.35044573362846,7.6429258000567,1386.00965147147,10.5746734583437,0
247,61.499237,62.489237,100,4.45591795665533,5.38885900886988,5.28821033081597,4.3514307411413,5.39804491356722,5.11784361155391,28,40,54,8.76699348447745,7.16725299444972,1228.65672079621,10.5746734583437,0
248,61.749236,62.739237,100,4.22443657602771,5.22595658595618,3.81606547246453,4.13147563336526,5.24725998724452,3.54496370598736,28,40,29,7.72779673084867,6.56054976821842,1064.6253395168,10.5746734583437,0
249,61.999237,62.989237,100,4.45307478740529,5.24530693676943,3.62720644956145,4.33850507232921,5.26375063116317,3.34307666920183,33,40,25,7.77815830070887,6.50335466272993,1059.82268520949,10.5746734583437,0
250,62.249237,63.239237,100,4.72248950176247,4.86558343725725,3.65619671820613,4.5159202111569,4.89009512208406,3.4508233536624,33,37,25,7.7034786766363,6.44860601677183,1029.06697121826,10.5746734583437,0
251,62.499237,63.489237,100,4.71902272443642,5.27130802594241,4.72301212271261,4.68674253139167,5.29603434637463,4.70486530899213,31,45,44,8.50662725699219,6.8086967589508,1153.03382974398,10.5746734583437,0
252,62.749237,63.739237,100,4.75834288530962,5.33111455499308,6.09131628921431,4.7498644318772,5.27784582624925,6.07831050423212,31,45,58,9.3897147745756,7.15076915323356,1272.35252659323,10.5746734583437,0
253,62.999237,63.989237,100,4.67445125877059,5.41286837947196,7.02284037656657,4.66375450260904,5.39063909930816,7.05799210294632,29,45,58,10.0234687418499,7.70261042163399,1404.75485518282,10.5746734583437,0
254,63.249237,64.239237,100,4.29003945373069,5.05644795767503,7.22338336711964,4.31113193788576,4.92964645196937,7.25957396418097,29,33,58,9.80557860259263,7.50799500918251,1400.79520748259,10.5746734583437,0
255,63.499237,64.489237,100,4.17050429456813,4.41834396345963,6.88194118319058,4.19112819602975,4.21228362451217,6.88880661404111,29,26,57,9.18019519941411,7.18599115499076,1296.22613940312,10.5746734583437,0
256,63.749237,64.739237,100,4.34270446231231,4.15472783458076,5.70547711737729,4.35221991422977,3.931984874145,5.70588921353821,29,23,49,8.28693637982959,6.94676638421236,1181.46467155322,10.5746734583437,0
257,63.999237,64.989237,100,4.27555857682501,5.71146032655302,5.21965082700637,4.26917539881633,5.53085011822803,5.11784361155391,24,37,41,8.84001894576698,7.48460873807276,1173.14046352409,10.5746734583437,0
258,64.249237,65.239237,100,4.4368574717609,6.06709441033992,5.57589340420296,4.38113494820046,6.01946338089529,5.46674057599705,22,42,46,9.35873528120827,7.82916067060617,1292.98622382616,10.5746734583437,0
259,64.499237,65.489237,100,4.73635436641846,6.31670661012992,5.8848022537163,4.71424876455851,6.28105215402771,5.7355439712781,24,42,52,9.84706721049951,8.11349016591554,1413.9996359854,10.5746734583437,0
260,64.749237,65.739236,100,5.27602032468772,6.58309796333424,5.66008155338508,5.26743377612463,6.6053161938095,5.51782236361081,31,42,52,10.1592368046199,8.36797335405263,1487.79793971983,10.5746734583437,0
261,64.999237,65.989237,100,5.4966425550195,5.51499865453778,5.65343447140186,5.51269425778339,5.50550688498399,5.63082246356264,39,41,52,9.62234954985732,7.93347888729313,1416.92641571774,10.5746734583437,0
262,65.249237,66.239237,100,5.41526897790343,5.42998308767099,6.40330010645806,5.43400256149957,5.36238300712953,6.2828932407568,39,29,54,9.99060091730232,8.22399225022348,1446.06859695063,10.5746734583437,0
263,65.499237,66.489237,100,5.66290584228892,5.7986259014591,6.07703713840008,5.65342481343938,5.78660941181004,6.00925212577332,43,41,54,10.1302983818442,8.41259668121739,1413.24979111117,10.5746734583437,0
264,65.749237,66.739237,100,5.49246606559889,6.19937554973084,6.1327049554975,5.45927068056131,6.14425904336066,6.10033117166932,39,40,54,10.3057998602505,8.55284658661875,1375.2867764609,10.5746734583437,0
265,65.999237,66.989237,100,5.16325111989213,6.0176892741534,6.06418428139992,5.15716624090824,5.92887132188878,5.81172621655232,39,40,52,9.98228818087848,8.05910234584015,1327.10619356892,10.5746734583437,0
266,66.249237,67.239237,100,5.72757465334877,5.91996826909017,4.67969474189536,5.75642811528683,5.71445093556236,4.45969605341988,40,38,43,9.47368347550417,7.85623868846482,1263.9508529355,10.5746734583437,0
267,66.499237,67.489237,100,5.19138400402647,5.35418860504052,4.14483368955779,5.21081819512313,5.10989335515039,3.86084985672347,32,38,37,8.53214215831528,7.26123732116519,1119.52086681721,10.5746734583437,0
268,66.749237,67.739237,100,5.35939792430561,5.46378146133713,4.97362412512752,5.37186836184299,5.12639239523264,4.71330590193895,36,41,41,9.12759502313469,7.52426388698535,1258.50877103478,10.5746734583437,0
269,66.999237,67.989237,100,5.63280118519285,5.6190359654697,4.4845060071957,5.66092400638452,5.39262496752779,4.29277052588172,39,41,32,9.13306128862203,7.6625122717467,1276.83758019769,10.5746734583437,0
270,67.249237,68.239236,100,4.89759980942481,5.75705903027511,4.318656518939,4.90206099719312,5.51274006554844,4.11741803963738,39,41,32,8.70522869888692,7.20108957101824,1202.78139118461,10.5746734583437,0
271,67.499237,68.489236,100,5.12293521410587,5.50622224695179,4.84666622617585,5.14339823993296,5.28638426392356,4.77730324164442,39,41,40,8.94724103557663,7.29478368470197,1248.52045974072,10.5746734583437,0
272,67.749237,68.739237,100,4.71003876925933,4.97862246319452,5.25947196777638,4.72795255406982,4.81381639479824,5.13537936399262,33,31,58,8.63905042344218,7.00670731485523,1162.46228748684,10.5746734583437,0
273,67.999237,68.989237,100,4.31962831970846,4.9508860710937,5.34948006240331,4.25172573400163,4.83767829781304,5.11218587733706,29,32,58,8.47274445781457,6.83466881065296,1104.30681402625,10.5746734583437,0
274,68.249237,69.239237,100,4.36469028270987,5.52723184858104,6.3606011703581,4.3,5.51306070924658,6.11122497598237,29,38,58,9.48989253997702,7.48686456829264,1300.50277194124,10.5746734583437,0
275,68.499237,69.489237,100,4.62685959193843,5.9188330099996,6.214026402039,4.61305788282599,5.82748624705335,6.01093280043232,40,38,55,9.74959168421997,7.5972918726727,1349.5962225832,10.5746734583437,0
276,68.749237,69.739237,100,5.73700149477855,5.52580788985311,5.70862462094347,5.7032597448452,5.47468001002079,5.48440396658441,49,38,48,9.79980275564239,7.74893121457223,1385.27094879788,10.5746734583437,0
277,68.999237,69.989237,100,6.29098327343174,5.29482830910347,5.70680917899409,6.31579709373987,5.17144451617132,5.61023595535406,49,38,48,10.0089634016182,8.0406805285972,1425.09530612019,10.5746734583437,0
278,69.249237,70.239237,100,6.40383651314017,4.44457225222322,4.9349059394356,6.43490324697892,4.24667427809603,4.82882757587965,49,31,42,9.2258680471453,7.61136934564668,1278.49285672534,10.5746734583437,0
279,69.499237,70.489237,100,5.93844351742805,3.82062500884155,5.8221253689345,5.96835933329363,3.70912061782517,5.56594079825657,42,25,46,9.1520178474181,7.61508266143743,1286.48738938844,10.5746734583437,0
280,69.749237,70.739237,100,4.62490738164394,3.97530854493351,6.95615445145747,4.64697142603045,3.90972628146263,6.83407978184674,25,26,49,9.2509962203396,7.54531355804509,1262.9958143361,10.5746734583437,0
281,69.999238,70.989237,100,4.02606203053894,3.94907712757721,6.8753984930973,3.9804953754958,3.9167472590032,6.72594103663441,25,26,49,8.8924400516498,7.19387746912805,1220.9081665783,10.5746734583437,0
282,70.249237,71.239237,100,4.02067959241727,4.41615451534825,7.00731468730397,3.92072967853195,4.29629861836696,6.87348881463034,22,26,49,9.20710292194116,7.36368707920239,1230.62872240623,10.5746734583437,0
283,70.499237,71.489237,100,4.54363276186865,4.54584605242996,6.01565331053341,4.22115882408869,4.45489176143042,5.86356667408277,30,26,46,8.80326074586291,7.0845278393549,1184.96634320143,10.5746734583437,0
284,70.749237,71.739237,100,4.61048847882717,4.92445820078703,4.07008381363691,4.26879681674195,4.77683805651624,3.71369292638946,30,29,26,7.87860868648304,6.62685418884509,1052.55969036621,10.5746734583437,0
285,70.999237,71.989237,100,5.24561949947935,5.4543525351446,4.87319005537046,5.19502481498239,5.36321176199863,4.69234278458861,36,46,41,9.00080367671231,7.28653698880602,1251.54498525181,10.5746734583437,0
286,71.249237,72.239237,100,5.23970469091207,5.0737636944798,4.70644103915412,5.22112066611192,5.03253054003288,4.56672196383243,36,46,41,8.6803323974616,7.08287058302707,1219.9502488502,10.5746734583437,0
287,71.499236,72.489237,100,5.02916360467762,5.16077208544534,5.10877117096891,5.03205883924425,5.07649564963943,4.91236329390581,30,46,42,8.83320994643787,7.31449230433925,1228.24017324152,10.5746734583437,0
288,71.749237,72.739237,100,5.64569148580124,4.65914862916778,5.22897206117949,5.6405458579607,4.51690427642918,5.08603753208505,44,39,42,8.99575717314114,7.34077324091411,1270.12661563218,10.5746734583437,0
289,71.999237,72.989237,100,4.96096974919817,4.16926224853883,5.18012648283391,4.82941324833901,3.99160735705922,5.01065531309695,37,22,40,8.29624486907828,6.95828877438186,1128.0568899826,10.5746734583437,0
290,72.249236,73.239237,100,5.35037979711329,4.95459345244454,6.03606003022399,5.20507716396484,4.91769634826484,5.84488898720303,41,35,45,9.46618090577356,7.99460225404917,1345.28054356622,10.5746734583437,0
291,72.499237,73.489237,100,5.31261697153566,5.55710713613205,6.66499428481343,5.16056335504314,5.54926512561289,6.56660513738286,41,38,58,10.1748458280848,8.1002344952823,1472.2309060768,10.5746734583437,0
292,72.749238,73.739237,100,5.32708829695479,5.68311822701025,6.83071851148634,5.25222415609412,5.66844000772806,6.80169319383272,37,38,58,10.3602325209858,8.31186553910496,1482.38504318622,10.5746734583437,0
293,72.999237,73.989237,100,5.75174582099853,5.85735864245369,6.67803959861423,5.5742825782899,5.78240975945692,6.60850385732831,37,38,57,10.5824119715857,8.51931579283763,1521.85770384324,10.5746734583437,1
294,73.249237,74.239237,100,5.69794617969651,5.83983978188376,6.10401717670196,5.48329879329639,5.6,6.0275042995263,37,36,57,10.1896685440824,8.07053849365013,1421.26704035505,10.5746734583437,0
295,73.499237,74.489237,100,5.76338245477758,5.45438251054128,6.42440552275201,5.5945861276232,5.32670042087383,6.39073666735809,37,34,44,10.209791976926,8.42509947100117,1378.11090964836,10.5746734583437,0
296,73.749237,74.739237,100,5.31299442533048,5.26657843998598,6.11503122979655,5.12741689746446,5.22720158054349,5.99726368581303,37,34,44,9.66221326454271,8.12299800924013,1328.09768439228,10.5746734583437,0
297,73.999237,74.989237,100,4.8956317442303,4.97200017449004,5.71205458383243,4.79136428558419,4.98741851405549,5.63010486652609,37,34,44,9.01751426275143,7.63921963115665,1212.64591944832,10.5746734583437,0
298,74.249237,75.239237,100,4.77164360139251,4.77807160379354,5.54196716589398,4.53444727846869,4.80126246024118,5.43853627069607,33,39,44,8.73567118071274,7.41911376364996,1217.09416511731,10.5746734583437,0
299,74.499236,75.489237,100,4.32102390016758,4.91759606248429,3.96260674977543,4.06015375138042,4.89785564293088,3.73084332546837,24,43,19,7.65220561883606,6.68649693392724,1027.25287340651,10.5746734583437,0
300,74.749237,75.739237,100,4.7859396342958,5.07583119745647,4.98905709446226,4.65551698351949,5.05425113597005,4.84193591803355,36,43,41,8.57671097915745,7.172088784796,1206.13397029901,10.5746734583437,0
301,74.999237,75.989236,100,5.73839950338658,5.0920182900621,5.24893430254417,5.61184713644521,4.99716081006167,4.98534215111023,45,43,41,9.29565438466918,7.54655611894769,1265.75620583646,10.5746734583437,0
302,75.249237,76.239237,100,5.85211388034062,4.38392675157297,5.56852749832593,5.70748224135244,4.24381903478459,5.31420813299668,45,32,41,9.19100370641012,7.61696576359488,1213.39514915029,10.5746734583437,0
303,75.499237,76.489237,100,6.85865736222618,4.76085118300435,6.35657922422742,6.84809934554579,4.77721866589946,6.04504137723847,52,42,46,10.4934734112692,8.64413642363543,1449.76462422935,10.5746734583437,0
304,75.749237,76.739237,100,6.41502662836984,5.85164678127277,5.55546426361441,6.29785918412204,5.87838877120717,5.20267025456906,52,39,33,10.3081288253383,8.60883168891578,1418.73670107013,10.5746734583437,0
305,75.999237,76.989237,100,5.37567388552847,5.95528143693088,6.42116121215041,5.30199124019562,5.98428919519413,6.21866691356099,35,39,48,10.2759212739798,8.65364970756911,1478.15591814741,10.5746734583437,0
306,76.249237,77.239237,100,5.52405208607987,5.92832607060317,6.74467102645,5.53315078194672,5.95796724876645,6.66563628400973,43,39,48,10.5428074393944,8.59059707019719,1567.69776732906,10.5746734583437,0
307,76.499237,77.489237,100,4.99678193275559,6.2567311727207,6.33621898338837,4.98761091368028,6.24308910845918,6.25550262819169,44,48,48,10.2108856450681,8.25651584806977,1497.94700767787,10.5746734583437,0
308,76.749238,77.739237,100,5.2858731095801,5.48480428341991,6.72053437235679,5.31128016298303,5.45070656155714,6.53302411142068,44,48,48,10.1582043102131,8.16000323471519,1484.16450119022,10.5746734583437,0
309,76.999237,77.989237,100,6.98272601056278,5.48638819304638,6.29467019580744,7.01492636591375,5.46107437537096,6.06026968763509,49,48,44,10.8849341209479,8.92711616774132,1559.30018007939,10.5746734583437,1
310,77.249237,78.239237,100,6.52914963698525,5.93912801042809,5.99665349904707,6.55916353376147,5.90034239718683,5.78066264420097,49,48,41,10.670655541907,8.63511915247871,1508.49454705089,10.5746734583437,1
311,77.499237,78.489237,100,6.01463196309472,4.96543423611811,6.0065904746572,6.04076221025195,4.92549541168247,5.91382560897202,46,36,40,9.84431124736196,8.10940333368664,1415.89285870368,10.5746734583437,0
312,77.749237,78.739237,100,5.90043428540334,4.60037009609898,5.98036409893815,5.92815572526821,4.51774279923061,5.89901549738461,46,26,40,9.57827147941179,7.95886263253809,1373.74453318042,10.5746734583437,0
313,77.999237,78.989237,100,4.59773155302779,5.50357256034546,5.86385152914603,4.61271847365214,5.5276988472107,5.77965781378487,32,39,40,9.26354149969455,7.67856193662276,1336.0241273162,10.5746734583437,0
314,78.249237,79.239237,100,4.60765318543637,5.19161996560429,6.93294952553164,4.62329411619556,5.21617530845013,6.7162098498688,32,31,62,9.81066638246824,8.0321349523844,1420.87381387215,10.5746734583437,0
315,78.499237,79.489236,100,4.72332739448629,5.26937959447832,6.5282045098098,4.72115377098575,5.29588176193197,6.24350976145742,32,31,62,9.62775348189339,7.88947867125886,1367.77145031176,10.5746734583437,0
316,78.749237,79.739237,100,4.52679139798342,5.44445562443485,6.58073699777462,4.49433987467469,5.46129632740777,6.28266011987105,31,31,62,9.6664386844989,7.85395153286899,1323.48183775858,10.5746734583437,0
317,78.999237,79.989237,100,4.27860458560007,4.63954419309847,6.25671744455191,4.29774429911856,4.46766158073773,5.83333333333333,29,22,62,8.88697590300502,7.33431819568339,1175.45616946791,10.5746734583437,0
318,79.249237,80.239237,100,4.120653059342,4.85570037263794,4.27590809744983,4.14118267399471,4.48308831143006,3.710903943894,29,23,27,7.67078860366637,6.85741908412928,973.278188625739,10.5746734583437,0
319,79.499237,80.489237,100,4.3298764051082,4.82032472763754,4.31217441468089,4.31201047580295,4.39939160164749,3.74137391714311,32,23,25,7.78320039225607,6.98761032552957,985.80694791343,10.5746734583437,0
320,79.749237,80.739237,100,5.07035527144104,4.93250760235684,3.96406531416012,5.05341168884643,4.69664612766225,3.6973782685311,42,30,27,8.10875746590471,7.05141012474246,1107.18525898475,10.5746734583437,0
321,79.999237,80.989237,100,5.10214599434167,4.95422910270233,3.9690944027772,4.9577100448583,4.75852239182872,3.73024764254968,34,33,28,8.14432257022011,6.96048141664817,1119.70307345562,10.5746734583437,0
322,80.249237,81.239237,100,6.03842750082619,5.02685828859812,4.13621706708822,5.78555323738588,4.84685673421654,3.83071056520111,35,33,28,8.87920055874703,7.45383254159807,1197.76644913257,10.5746734583437,0
323,80.499237,81.489237,100,5.81394075427818,5.77766732535283,4.23320919175673,5.65771128369917,5.77231287783293,3.83333333333333,35,35,28,9.2251507780567,7.64635622075325,1223.58975998429,10.5746734583437,0
324,80.749237,81.739237,100,5.17557636082379,5.4624316724181,3.98614174281008,4.93246306820354,5.42172025330065,3.26747052570694,32,35,16,8.51551973964758,7.25865657860809,1091.10078854036,10.5746734583437,0
325,80.999237,81.989237,100,5.74495824945717,5.44035866941195,4.1884336345174,5.66042436928575,5.34453369378849,3.76344726992891,47,34,33,8.95237533007908,7.57674533598019,1178.89599182692,10.5746734583437,0
326,81.249237,82.239237,100,4.79560663839234,5.08025398938451,4.21351520445308,4.76307344966133,5.06407429693211,3.99186040524334,36,32,33,8.15846394886974,6.95330252398594,1124.25100765274,10.5746734583437,0
327,81.499237,82.489237,100,5.13782024096166,4.14410044737237,5.00728298421373,5.07211628774062,4.02681667390664,4.96008308825812,36,19,36,8.28514624073369,7.09939944262059,1212.14367521173,10.5746734583437,0
328,81.749237,82.739237,100,5.3147496623414,4.46209501332822,5.75883096949785,5.16807409960325,4.43242187030563,5.74160784154235,38,27,48,9.01781514650717,7.53550987982593,1323.78985628499,10.5746734583437,0
329,81.999237,82.989236,100,5.33541163923442,4.30692905916128,5.57353936101539,4.99392560309952,4.31360310148856,5.53351587869756,38,27,44,8.83632255463288,7.32508712232153,1300.50412554767,10.5746734583437,0
330,82.249237,83.239237,100,5.41047991628575,5.37643292345159,5.53551641159661,5.03501878262774,5.3863276220933,5.43630705014299,38,40,44,9.42450348018192,7.77392973095644,1386.22126718737,10.5746734583437,0
331,82.499237,83.489237,100,5.1242511456439,5.55235568051947,4.75419348471809,4.76943128134526,5.55868598672293,4.54840409352333,34,40,40,8.92686726107012,7.26558450748255,1305.0008498695,10.5746734583437,0
332,82.749237,83.739237,100,4.8801514045735,5.40656507362015,4.15275515489283,4.7730197120604,5.34032685414394,3.8653602808807,34,40,24,8.38404431067363,7.06094632308928,1217.67513443117,10.5746734583437,0
333,82.999237,83.989237,100,4.19179764131564,5.45209779073282,4.07712843932548,4.1645449143255,5.31439820514311,3.63788983124042,25,40,24,7.99496804847959,6.88132414953199,1129.76269179435,10.5746734583437,0
334,83.249237,84.239237,100,4.31700404601594,4.6805974984329,4.25275117545566,4.24483048643711,4.49241785476576,3.81558473483251,27,29,24,7.65704965610083,6.81406942222908,1008.14881012801,10.5746734583437,0
335,83.499237,84.489237,100,4.44565469863874,4.48916260159854,6.6320208359253,4.40168700441643,4.13385871538783,6.22666147556723,27,26,63,9.1597012468348,7.54130118128796,1210.0994715763,10.5746734583437,0
336,83.749237,84.739237,100,4.50435665333768,4.44221095712277,6.44233656122896,4.32725681178637,4.19927843729603,6.02214767556082,27,26,63,9.02918420546377,7.41594423795611,1190.53243456348,10.5746734583437,0
337,83.999236,84.989237,100,4.37461734423886,4.37880069329174,6.4527170679235,3.97785536857907,4.22702942712465,6.14027110907403,30,28,63,8.94140536933423,7.31974497526254,1191.9332839633,10.5746734583437,0
338,84.249237,85.239237,100,4.62103225765508,4.08360920594444,6.96336090281424,4.2717772423291,3.98951909711717,6.79259103209467,30,23,67,9.3015159160217,7.49069837614083,1267.26381585529,10.5746734583437,0
339,84.499237,85.489237,100,4.78866379405983,4.28835184862883,5.2076625995607,4.30878829436497,4.1580395535989,4.97208368409223,28,22,43,8.27290833147819,7.18108695670195,1099.90868463774,10.5746734583437,0
340,84.749237,85.739237,100,5.5857558197134,4.72618751897607,5.1372373777795,5.01347678711585,4.67643998241086,4.89076639797854,35,36,43,8.94028659594547,7.52557154211726,1186.37058062896,10.5746734583437,0
341,84.999237,85.989237,100,5.40739942014503,5.05245870393966,5.4821924843577,4.98947376832953,4.96305542905972,5.16963746457636,35,36,43,9.20987197954176,7.88527537643488,1194.17826103136,10.5746734583437,0
342,85.249237,86.239237,100,5.15201963032086,4.93161052785589,5.60038578927988,4.68528752499985,4.86972714063554,4.88245674209038,35,36,33,9.06798818142363,7.78284507289812,1176.92411232521,10.5746734583437,0
343,85.499237,86.489237,100,5.29061445808161,4.51501646247094,5.27101479142084,5.01322493435356,4.47993280974146,4.76836163973253,41,36,32,8.72694516608321,7.45220305760226,1122.45219543964,10.5746734583437,0
344,85.749237,86.739237,100,4.54744348036866,4.51824665501595,6.07806489550634,4.32381238438413,4.44408584411901,5.83264931054474,25,29,40,8.83383653441112,7.55690685593212,1191.97677322761,10.5746734583437,0
345,85.999237,86.989237,100,4.50709578697067,5.28872595605963,6.16117359446832,4.26680870975681,5.31040526140934,5.91074180512638,25,47,40,9.28679679611874,7.83114034565311,1222.14135738397,10.5746734583437,0
346,86.249237,87.239237,100,5.01450079101833,5.44605096259186,5.79110843777342,4.89249063836249,5.40014964252067,5.57710869664035,36,47,40,9.39902261984307,8.00123384584411,1255.08831973632,10.5746734583437,0
347,86.499237,87.489237,100,4.59759680886795,6.01128415176107,6.37861427384509,4.42216638714053,5.98802677402704,5.90787011476465,32,47,44,9.89748218612324,8.45664396750282,1309.90506363614,10.5746734583437,0
348,86.749237,87.739237,100,4.74810965416828,6.30707069540349,6.44337829027374,4.63408539786952,6.19445010644303,5.29008029191896,36,45,36,10.190231098282,8.76427984129925,1312.52467321264,10.5746734583437,0
349,86.999237,87.989237,100,4.65380164205058,5.43882117054047,6.36735946849611,4.56048021572069,5.02594279813261,4.97383050565556,36,42,35,9.58028768094775,8.20914658675804,1194.17772148873,10.5746734583437,0
350,87.249237,88.239237,100,4.20752019497606,5.39545542303422,5.98852562045836,4.02396859236292,4.94301874803589,4.92205918967525,25,42,36,9.09266762396862,7.77918855216231,1134.35829081977,10.5746734583437,0
351,87.499237,88.489237,100,4.05929423958805,5.05712825249894,5.33387822552259,3.94533351767079,4.6010978048832,4.47524052736585,25,31,36,8.39658697391266,7.25627867067408,1052.51207208312,10.5746734583437,0
352,87.749237,88.739237,100,4.32918626389957,3.98827673321383,5.37123388877582,4.26562487281237,3.5725666296421,4.56530614548687,32,20,33,7.96858572747796,6.75405612305003,1033.67677607856,10.5746734583437,0
353,87.999237,88.989237,100,4.59439904433975,4.97661347012454,7.33382881216618,4.57061320289795,4.81171760004951,6.59429658680495,37,39,57,9.98299700770334,7.71577399641387,1320.39569142658,10.5746734583437,0
354,88.249237,89.239237,100,4.54962731884132,5.40307673345304,7.51453735143103,4.57246921777225,5.21435470115861,6.66912076042799,40,43,57,10.3131284552255,7.9484104958553,1384.14284389856,10.5746734583437,0
355,88.499237,89.489237,100,4.61307719683315,6.04801455819651,8.37154402826603,4.61766480841001,5.64680118619061,7.56874887917148,40,49,62,11.3111321598369,8.73846240571074,1549.67917097341,10.5746734583437,1
