seq,t_us,time_s,raw_x,raw_y,raw_z,mv_x,mv_y,mv_z,mv_x_centered,mv_y_centered,mv_z_centered,mv_norm,mv_norm_centered
6639,66729300,66.389237,1949,1723,1451,1749,1560,1337,6.06662217773328,5.18852185518858,1.78645311978653,2698.17901555846,8.18022484032865
6640,66739300,66.399237,1947,1722,1461,1741,1558,1337,-1.93337782226672,3.18852185518858,1.78645311978653,2691.84212018461,4.13473532089335
6641,66749300,66.409237,1954,1717,1456,1745,1553,1342,2.06662217773328,-1.81147814481142,6.78645311978653,2694.03006664736,7.32177070398198
6642,66759300,66.419237,1953,1723,1456,1739,1553,1317,-3.93337782226672,-1.81147814481142,-18.2135468802135,2677.76380586489,18.7212767758923
6643,66769300,66.429237,1948,1718,1460,1744,1557,1337,1.06662217773328,2.18852185518858,1.78645311978653,2693.20515371555,3.01972275711953
6644,66779300,66.439237,1941,1724,1460,1741,1553,1337,-1.93337782226672,-1.81147814481142,1.78645311978653,2688.95128256352,3.19543700015463
6645,66789300,66.449237,1953,1723,1453,1747,1558,1337,4.06662217773328,3.18852185518858,1.78645311978653,2695.72661818664,5.46767796296037
6646,66799300,66.459237,1950,1721,1424,1758,1561,1337,15.0666221777333,6.18852185518858,1.78645311978653,2704.59867632889,16.3857353008007
6647,66809300,66.469237,1950,1718,1456,1741,1560,1335,-1.93337782226672,5.18852185518858,-0.213546880213471,2692.00780088023,5.54114709382915
6648,66819300,66.479237,1950,1727,1457,1719,1555,1332,-23.9333778222667,0.188521855188583,-3.21354688021347,2673.42664010068,24.1488922732406
6649,66829300,66.489237,1953,1720,1456,1744,1555,1346,1.06662217773328,0.188521855188583,10.7864531197865,2696.53054868659,10.8407008198395
6650,66839300,66.499237,1957,1718,1456,1731,1557,1337,-11.9333778222667,2.18852185518858,1.78645311978653,2684.80520708673,12.2632193533672
6651,66849300,66.509237,1950,1721,1459,1743,1555,1337,0.0666221777332794,0.188521855188583,1.78645311978653,2691.40167942282,1.79760778637741
6652,66859300,66.519237,1943,1718,1457,1742,1552,1329,-0.933377822266721,-2.81147814481142,-6.21354688021347,2685.05288588512,6.88358688115885
6653,66869300,66.529237,1954,1724,1455,1745,1565,1334,2.06662217773328,10.1885218551886,-1.21354688021347,2696.99944382642,10.4665945201689
6654,66879300,66.539237,1962,1728,1458,1746,1558,1342,3.06662217773328,3.18852185518858,6.78645311978653,2697.56260353676,8.10103630093343
6655,66889300,66.549237,1940,1722,1456,1741,1572,1337,-1.93337782226672,17.1885218551886,1.78645311978653,2699.96925908426,17.3889231443216
6656,66899300,66.559237,1955,1724,1447,1744,1558,1337,1.06662217773328,3.18852185518858,1.78645311978653,2693.78339886488,3.80733098643167
6657,66909300,66.569237,1939,1725,1453,1736,1559,1336,-6.93337782226672,4.18852185518858,0.786453119786529,2688.69354891925,8.13842440938751
6658,66919300,66.579237,1945,1722,1466,1742,1553,1337,-0.933377822266721,-1.81147814481142,1.78645311978653,2689.59885484806,2.70999298475546
6659,66929300,66.589237,1955,1718,1456,1745,1534,1337,2.06662217773328,-20.8114781448114,1.78645311978653,2680.62492713919,20.9899967733837
6660,66939300,66.599237,1945,1728,1451,1754,1548,1336,11.0666221777333,-6.81147814481142,0.786453119786529,2694.01484776903,13.0186354681112
6661,66949300,66.609237,1950,1729,1457,1745,1551,1338,2.06662217773328,-3.81147814481142,2.78645311978653,2690.88647103515,5.15389307830908
6662,66959300,66.619237,1920,1725,1456,1739,1556,1337,-3.93337782226672,1.18852185518858,1.78645311978653,2689.39138096336,4.4805647012576
6663,66969300,66.629237,1950,1724,1456,1744,1555,1331,1.06662217773328,0.188521855188583,-4.21354688021347,2689.07456200084,4.35054027353763
6664,66979300,66.639237,1949,1728,1453,1727,1562,1339,-15.9333778222667,7.18852185518858,3.78645311978653,2686.12992984331,17.8853180714788
6665,66989300,66.649237,1959,1721,1456,1743,1563,1333,0.0666221777332794,8.18852185518858,-2.21354688021347,2694.05029648669,8.4826952366786
6666,66999300,66.659237,1953,1723,1440,1739,1561,1338,-3.93337782226672,6.18852185518858,2.78645311978653,2692.78406115307,7.84433456920436
6667,67009300,66.669237,1951,1719,1456,1746,1552,1337,3.06662217773328,-2.81147814481142,1.78645311978653,2691.61457121929,4.52769209298875
6668,67019300,66.679237,1952,1729,1456,1749,1553,1334,6.06662217773328,-1.81147814481142,-1.21354688021347,2692.65036720329,6.44655363329667
6669,67029300,66.689237,1943,1723,1457,1749,1553,1337,6.06662217773328,-1.81147814481142,1.78645311978653,2694.13789550572,6.57850837695672
6670,67039300,66.699237,1955,1726,1462,1744,1557,1337,1.06662217773328,2.18852185518858,1.78645311978653,2693.20515371555,3.01972275711953
6671,67049300,66.709237,1948,1728,1459,1745,1559,1338,2.06662217773328,4.18852185518858,2.78645311978653,2695.50551845104,5.43865457127583
6672,67059300,66.719237,1949,1728,1454,1740,1566,1323,-2.93337782226672,11.1885218551886,-12.2135468802135,2688.91892774773,16.821368973641
6673,67069300,66.729237,1941,1693,1461,1746,1558,1337,3.06662217773328,3.18852185518858,1.78645311978653,2695.07866304492,4.77098081647536
6674,67079300,66.739237,1957,1727,1459,1750,1552,1337,7.06662217773328,-2.81147814481142,1.78645311978653,2694.21101623462,7.81236027784044
6675,67089300,66.749237,1952,1714,1463,1742,1558,1338,-0.933377822266721,3.18852185518858,2.78645311978653,2692.98570363825,4.33614884072061
6676,67099300,66.759237,1951,1726,1447,1747,1558,1337,4.06662217773328,3.18852185518858,1.78645311978653,2695.72661818664,5.46767796296037
6677,67109299,66.769236,1949,1721,1461,1744,1557,1337,1.06662217773328,2.18852185518858,1.78645311978653,2693.20515371555,3.01972275711953
6678,67119300,66.779237,1958,1719,1457,1750,1561,1337,7.06662217773328,6.18852185518858,1.78645311978653,2699.40549010333,9.56171357572342
6679,67129300,66.789237,1950,1723,1453,1745,1564,1336,2.06662217773328,9.18852185518858,0.786453119786529,2697.40931265539,9.45083962504915
