seq,t_us,wall_s,raw_x,raw_y,raw_z,mv_x,mv_y,mv_z,gx_est,gy_est,gz_est,g_norm_est
7148,71884745,0.1797144,1995,1685,0,1781,1525,142,0.0133166666666663,-0.00606666666666645,0,0.0146334567192972
7149,71894745,0.1865045,1987,1685,0,1773,1530,142,-0.0133500000000004,0.0106000000000002,0,0.0170464805751807
7150,71904745,0.1921277,1997,1690,0,1778,1530,142,0.0033166666666663,0.0106000000000002,0,0.0111067672064278
7151,71914745,0.1944009,1993,1686,0,1775,1534,142,-0.0066833333333337,0.0239333333333335,0,0.0248489715861422
7152,71924745,0.1980722,1994,1682,0,1776,1526,142,-0.00335000000000036,-0.00273333333333312,0,0.00432361088803241
7153,71934745,0.2028184,1987,1691,0,1769,1534,142,-0.0266833333333337,0.0239333333333335,0,0.0358441727791597
7154,71944745,0.2038457,1991,1686,0,1777,1530,142,-1.66666666670305e-05,0.0106000000000002,0,0.0106000131027175
7155,71954745,0.2044282,1989,1695,0,1772,1530,142,-0.0166833333333337,0.0106000000000002,0,0.0197659710389125
7156,71964745,0.204949,1991,1694,0,1780,1529,142,0.00998333333333297,0.00726666666666688,0,0.0123479305508609
7157,71974745,0.205429,1991,1690,0,1776,1526,142,-0.00335000000000036,-0.00273333333333312,0,0.00432361088803241
7158,71984745,0.206007,1991,1681,0,1779,1533,142,0.00664999999999964,0.0206000000000002,0,0.0216467665021823
7159,71994745,0.2065787,1994,1690,0,1775,1530,142,-0.0066833333333337,0.0106000000000002,0,0.0125310392404004
7160,72004745,0.2075925,1991,1692,0,1779,1526,142,0.00664999999999964,-0.00273333333333312,0,0.0071898269180214
7161,72014745,0.2083383,1995,1680,0,1776,1532,142,-0.00335000000000036,0.0172666666666669,0,0.0175886405892493
7162,72024745,0.2094941,1991,1680,0,1775,1521,142,-0.0066833333333337,-0.0193999999999998,0,0.0205189411141131
7163,72034745,0.2109468,1995,1683,0,1782,1526,142,0.0166499999999996,-0.00273333333333312,0,0.0168728661202268
7164,72044745,0.2118446,1994,1690,0,1778,1526,142,0.0033166666666663,-0.00273333333333312,0,0.0042978353724736
7165,72054745,0.212464,1996,1683,0,1775,1524,142,-0.0066833333333337,-0.00939999999999979,0,0.011533730725331
7166,72064745,0.2130481,1998,1683,0,1775,1524,142,-0.0066833333333337,-0.00939999999999979,0,0.011533730725331
7167,72074745,0.2142472,1994,1680,0,1775,1525,142,-0.0066833333333337,-0.00606666666666645,0,0.00902615028065073
7168,72084745,0.215217,1990,1681,0,1775,1527,142,-0.0066833333333337,0.000600000000000212,0,0.00671021195227465
7169,72094745,0.2160872,1994,1680,0,1773,1527,142,-0.0133500000000004,0.000600000000000212,0,0.0133634763441258
7170,72104745,0.2170084,1991,1689,0,1782,1524,142,0.0166499999999996,-0.00939999999999979,0,0.01912021181891
7171,72114745,0.2180965,1992,1687,0,1773,1526,142,-0.0133500000000004,-0.00273333333333312,0,0.0136269443057172
7172,72124745,0.2196283,1994,1681,0,1779,1521,142,0.00664999999999964,-0.0193999999999998,0,0.0205081081526304
7173,72134745,0.2211245,1987,1683,0,1776,1524,142,-0.00335000000000036,-0.00939999999999979,0,0.0099791031661166
7174,72144745,0.2217409,1990,1687,0,1777,1530,142,-1.66666666670305e-05,0.0106000000000002,0,0.0106000131027175
7175,72154747,0.2222503,1990,1689,0,1773,1530,142,-0.0133500000000004,0.0106000000000002,0,0.0170464805751807
7176,72164745,0.2228,1990,1689,0,1773,1530,142,-0.0133500000000004,0.0106000000000002,0,0.0170464805751807
7177,72174745,0.2232881,1989,1691,0,1773,1529,142,-0.0133500000000004,0.00726666666666688,0,0.015199570534869
7178,72184745,0.2237278,1995,1691,0,1777,1526,142,-1.66666666670305e-05,-0.00273333333333312,0,0.00273338414586895
7179,72194745,0.2243517,1993,1686,0,1776,1526,142,-0.00335000000000036,-0.00273333333333312,0,0.00432361088803241
7180,72204745,0.2249406,1988,1686,0,1778,1532,142,0.0033166666666663,0.0172666666666669,0,0.0175823222458116
7181,72214745,0.2254312,1985,1685,0,1774,1526,142,-0.010016666666667,-0.00273333333333312,0,0.0103829052881276
7182,72224745,0.225992,1989,1683,0,1775,1528,142,-0.0066833333333337,0.00393333333333355,0,0.00775487301995088
7183,72234745,0.2265639,1989,1689,0,1771,1525,142,-0.020016666666667,-0.00606666666666645,0,0.0209158167157991
7184,72244745,0.2273041,1990,1691,0,1778,1526,142,0.0033166666666663,-0.00273333333333312,0,0.0042978353724736
7185,72254745,0.2279873,1987,1685,0,1775,1525,142,-0.0066833333333337,-0.00606666666666645,0,0.00902615028065073
7186,72264745,0.2285471,1988,1683,0,1775,1529,142,-0.0066833333333337,0.00726666666666688,0,0.00987275994283751
7187,72274745,0.2291343,1998,1683,0,1778,1521,142,0.0033166666666663,-0.0193999999999998,0,0.019681470417064
7188,72284745,0.2297667,1995,1686,0,1777,1525,142,-1.66666666670305e-05,-0.00606666666666645,0,0.00606668956039615
7189,72294745,0.2308667,1989,1681,0,1776,1522,142,-0.00335000000000036,-0.0160666666666665,0,0.0164121990536848
7190,72304745,0.2316762,1995,1691,0,1775,1525,142,-0.0066833333333337,-0.00606666666666645,0,0.00902615028065073
7191,72314745,0.2322085,1994,1682,0,1778,1526,142,0.0033166666666663,-0.00273333333333312,0,0.0042978353724736
7192,72324745,0.2327471,1989,1685,0,1776,1527,142,-0.00335000000000036,0.000600000000000212,0,0.00340330721504872
7193,72334745,0.2333769,1994,1687,0,1779,1524,142,0.00664999999999964,-0.00939999999999979,0,0.0115144474465773
7194,72344745,0.234048,1990,1686,0,1780,1527,142,0.00998333333333297,0.000600000000000212,0,0.0100013471314837
7195,72354745,0.2353763,1991,1690,0,1782,1525,142,0.0166499999999996,-0.00606666666666645,0,0.0177208054118437
7196,72364745,0.2359392,1991,1686,0,1774,1526,142,-0.010016666666667,-0.00273333333333312,0,0.0103829052881276
7197,72374745,0.2364954,1988,1691,0,1777,1529,142,-1.66666666670305e-05,0.00726666666666688,0,0.00726668577979159
7198,72384745,0.2371328,1990,1687,0,1778,1527,142,0.0033166666666663,0.000600000000000212,0,0.00337050111671479
7199,72394745,0.2376146,1987,1695,0,1777,1525,142,-1.66666666670305e-05,-0.00606666666666645,0,0.00606668956039615
7200,72404745,0.238071,1985,1686,0,1777,1527,142,-1.66666666670305e-05,0.000600000000000212,0,0.000600231436845859
7201,72414745,0.2385272,1989,1685,0,1779,1522,142,0.00664999999999964,-0.0160666666666665,0,0.0173885099355225
7202,72424745,0.2390206,1991,1689,0,1773,1527,142,-0.0133500000000004,0.000600000000000212,0,0.0133634763441258
7203,72434745,0.2395449,1990,1685,0,1775,1527,142,-0.0066833333333337,0.000600000000000212,0,0.00671021195227465
7204,72444745,0.2399958,1990,1690,0,1779,1527,142,0.00664999999999964,0.000600000000000212,0,0.00667701280513939
7205,72454745,0.2406219,1994,1691,0,1777,1522,142,-1.66666666670305e-05,-0.0160666666666665,0,0.0160666753112008
7206,72464745,0.2413729,1986,1685,0,1775,1523,142,-0.0066833333333337,-0.0127333333333331,0,0.0143807065967643
7207,72474745,0.2421531,1991,1687,0,1772,1521,142,-0.0166833333333337,-0.0193999999999998,0,0.0255869812817205
7208,72484745,0.2427974,1996,1691,0,1779,1530,142,0.00664999999999964,0.0106000000000002,0,0.0125132929319184
7209,72494745,0.2432842,1989,1680,0,1777,1530,142,-1.66666666670305e-05,0.0106000000000002,0,0.0106000131027175
