sensor_id,seq,t_us,wall_s,raw_x,raw_y,raw_z,mv_x,mv_y,mv_z
1,181959,1820005302,0.004722,1841,1742,1193,1653,1566,1119
2,181897,1819385531,0.0067074,2000,1901,2277,1723,1641,1940
1,181960,1820015301,0.008173,1838,1733,1195,1652,1569,1121
2,181898,1819395531,0.0097311,1999,1899,2277,1723,1646,1945
1,181961,1820025300,0.014328,1837,1734,1195,1653,1562,1126
2,181899,1819405531,0.0175143,2000,1894,2277,1723,1642,1941
1,181962,1820035301,0.018595,1840,1738,1189,1649,1563,1116
2,181900,1819415530,0.0194682,2000,1901,2278,1723,1639,1939
1,181963,1820045301,0.0202047,1837,1734,1195,1653,1565,1126
1,181964,1820055301,0.0209499,1841,1738,1197,1651,1566,1120
2,181902,1819435529,0.0216276,2000,1897,2282,1724,1636,1941
1,181965,1820065301,0.0223391,1842,1736,1194,1652,1563,1120
2,181903,1819445532,0.0235308,2000,1894,2281,1723,1642,1942
1,181966,1820075301,0.0242621,1840,1735,1194,1653,1563,1126
1,181967,1820085301,0.0249638,1840,1737,1194,1652,1560,1118
2,181904,1819455531,0.0256691,2000,1899,2277,1722,1639,1946
2,181905,1819465532,0.0264649,2000,1899,2283,1723,1637,1945
1,181968,1820095301,0.0276328,1839,1740,1193,1653,1565,1122
2,181906,1819475531,0.0284296,1998,1894,2279,1722,1643,1938
2,181907,1819485531,0.0292697,2000,1899,2272,1723,1639,1941
2,181908,1819495532,0.0300388,2000,1893,2285,1721,1643,1940
1,181969,1820105300,0.0307251,1838,1739,1189,1654,1566,1126
1,181970,1820115300,0.0314286,1840,1729,1197,1655,1569,1124
1,181971,1820125308,0.0321921,1839,1732,1189,1653,1562,1122
2,181909,1819505530,0.033446,1997,1899,2273,1723,1640,1942
1,181972,1820135301,0.0349455,1837,1733,1196,1653,1564,1118
2,181910,1819515532,0.0359505,2000,1898,2277,1723,1641,1942
1,181973,1820145300,0.0366344,1840,1734,1191,1653,1571,1118
2,181911,1819525530,0.0371862,2000,1901,2275,1721,1643,1940
2,181912,1819535529,0.0377691,2000,1899,2274,1723,1642,1947
1,181975,1820165301,0.0383624,1840,1734,1195,1653,1572,1126
2,181913,1819545532,0.0389125,1999,1901,2278,1723,1642,1946
1,181976,1820175301,0.0394975,1840,1733,1194,1653,1565,1126
2,181915,1819565530,0.0400258,2000,1899,2279,1723,1640,1940
1,181977,1820185300,0.040567,1840,1735,1191,1655,1565,1119
1,181978,1820195301,0.041148,1840,1733,1190,1652,1565,1119
2,181916,1819575533,0.0416612,2000,1897,2274,1720,1640,1938
2,181917,1819585532,0.0421644,2000,1893,2281,1722,1642,1941
1,181979,1820205301,0.0426634,1840,1733,1197,1653,1570,1121
1,181980,1820215301,0.0432189,1837,1734,1198,1653,1566,1122
2,181918,1819595532,0.0438038,1999,1897,2279,1722,1643,1941
2,181919,1819605533,0.0450733,1998,1900,2278,1721,1642,1945
1,181981,1820225301,0.0457803,1834,1729,1194,1655,1566,1121
1,181982,1820235301,0.0464185,1840,1731,1193,1653,1564,1119
2,181920,1819615533,0.0473386,1998,1895,2276,1723,1643,1942
1,181983,1820245301,0.0479321,1839,1730,1189,1652,1566,1120
2,181921,1819625531,0.0494224,2000,1893,2272,1722,1644,1941
1,181984,1820255301,0.0505093,1840,1735,1194,1650,1569,1121
1,181985,1820265301,0.0511158,1840,1739,1193,1649,1565,1120
1,181986,1820275302,0.0516304,1840,1738,1190,1652,1563,1125
2,181923,1819645532,0.0522723,1999,1898,2281,1722,1641,1947
2,181924,1819655531,0.0528006,1999,1895,2273,1720,1641,1939
1,181987,1820285301,0.0539449,1844,1739,1197,1653,1566,1123
2,181925,1819665530,0.0548443,2000,1895,2279,1721,1643,1940
1,181988,1820295301,0.0555005,1839,1738,1196,1653,1571,1122
2,181926,1819675530,0.0561047,1999,1902,2276,1723,1642,1943
1,181989,1820305301,0.0566613,1840,1735,1191,1653,1572,1118
2,181927,1819685532,0.0571723,2000,1897,2279,1723,1641,1940
1,181990,1820315301,0.0576703,1843,1738,1194,1653,1564,1125
2,181928,1819695531,0.058223,2000,1898,2275,1723,1642,1941
1,181991,1820325301,0.0588251,1840,1735,1191,1652,1566,1122
2,181929,1819705531,0.0594691,2000,1894,2279,1723,1645,1941
1,181992,1820335302,0.0603802,1838,1741,1191,1657,1562,1123
2,181930,1819715531,0.0610337,2000,1891,2274,1723,1642,1937
1,181993,1820345301,0.0619371,1840,1737,1189,1654,1570,1122
2,181931,1819725531,0.0625302,2002,1899,2282,1723,1645,1940
1,181994,1820355301,0.066136,1840,1731,1189,1653,1566,1117
2,181932,1819735530,0.0669512,2000,1897,2281,1723,1641,1941
1,181995,1820365301,0.0677841,1842,1730,1188,1652,1565,1124
2,181933,1819745531,0.0687977,2000,1898,2273,1723,1640,1940
1,181996,1820375301,0.0695821,1840,1733,1193,1653,1572,1120
1,181997,1820385301,0.0704005,1839,1733,1191,1652,1571,1117
2,181934,1819755531,0.071091,1998,1894,2277,1723,1642,1945
2,181935,1819765531,0.0717958,2003,1895,2273,1723,1642,1940
1,181998,1820395301,0.0724588,1843,1739,1199,1653,1566,1127
2,181936,1819775532,0.0732092,2000,1901,2279,1723,1641,1940
1,181999,1820405301,0.073917,1842,1731,1195,1653,1571,1125
2,181937,1819785531,0.0746174,2000,1894,2282,1723,1643,1945
1,182000,1820415421,0.0752937,1840,1733,1190,1653,1566,1121
2,181938,1819795532,0.0759738,2000,1898,2278,1723,1644,1943
1,182001,1820425308,0.0766301,1840,1732,1195,1653,1570,1123
1,182002,1820435301,0.0773133,1840,1735,1190,1651,1568,1120
2,181939,1819805539,0.0780331,2000,1894,2277,1723,1641,1941
2,181940,1819815537,0.0787159,1999,1898,2263,1711,1643,1941
1,182003,1820445301,0.0794282,1842,1737,1197,1653,1571,1123
2,181941,1819825531,0.0808996,2000,1895,2279,1723,1645,1941
1,182004,1820455301,0.0818874,1840,1739,1187,1653,1566,1122
2,181942,1819835530,0.0824637,2000,1899,2278,1723,1645,1943
1,182005,1820465301,0.0832331,1839,1732,1192,1652,1568,1123
1,182006,1820475301,0.0840652,1839,1733,1194,1649,1569,1123
2,181943,1819845531,0.0852976,2000,1899,2277,1723,1643,1945
2,181944,1819855531,0.0860871,2000,1895,2282,1723,1638,1941
1,182007,1820485301,0.086672,1837,1732,1198,1653,1565,1120
2,181945,1819865531,0.0872989,2000,1894,2272,1723,1644,1940
1,182008,1820495301,0.0879853,1840,1731,1188,1649,1562,1121
2,181946,1819875531,0.0888125,2000,1894,2278,1721,1639,1941
1,182009,1820505301,0.0895547,1837,1735,1191,1652,1565,1121
2,181947,1819885531,0.0906683,1999,1899,2286,1723,1643,1945
1,182010,1820515301,0.0916302,1837,1737,1191,1649,1566,1123
2,181948,1819895538,0.0923889,2000,1897,2281,1711,1640,1934
1,182011,1820525302,0.0941785,1840,1734,1197,1653,1568,1121
2,181949,1819905530,0.0953285,2000,1899,2279,1723,1643,1943
1,182012,1820535301,0.0968664,1840,1741,1197,1650,1566,1122
2,181950,1819915530,0.0978791,1996,1898,2282,1723,1641,1948
1,182013,1820545302,0.098813,1840,1733,1195,1650,1562,1117
2,181951,1819925531,0.0996457,1999,1899,2278,1720,1645,1941
1,182014,1820555301,0.100616,1840,1741,1190,1657,1571,1118
2,181953,1819945529,0.1014973,2000,1899,2273,1723,1640,1942
1,182016,1820575302,0.1024073,1837,1730,1195,1653,1564,1123
1,182017,1820585301,0.1033267,1840,1731,1192,1653,1570,1121
2,181954,1819955531,0.1043199,2000,1895,2275,1723,1643,1942
2,181955,1819965532,0.1053178,2000,1897,2274,1723,1643,1941
1,182018,1820595302,0.1063194,1835,1737,1193,1649,1566,1123
2,181956,1819975537,0.1077163,1999,1897,2279,1729,1642,1943
1,182019,1820605301,0.1087984,1839,1737,1195,1653,1568,1125
2,181957,1819985531,0.1097316,1998,1890,2274,1721,1639,1941
1,182020,1820615302,0.1109101,1840,1729,1197,1657,1568,1121
1,182021,1820625301,0.1119991,1840,1742,1190,1653,1570,1121
2,181958,1819995531,0.1132061,1999,1898,2276,1723,1643,1943
2,181959,1820005534,0.114394,2000,1898,2273,1722,1641,1938
1,182022,1820635301,0.1159127,1840,1732,1192,1653,1568,1122
2,181960,1820015531,0.1174336,1997,1901,2275,1723,1642,1941
1,182023,1820645301,0.1183974,1841,1731,1194,1652,1562,1125
1,182024,1820655301,0.1195481,1840,1737,1194,1652,1569,1118
2,181964,1820055531,0.1207082,2000,1895,2277,1721,1643,1942
1,182026,1820675301,0.1216603,1840,1737,1195,1651,1565,1120
1,182027,1820685301,0.1227495,1840,1738,1195,1653,1563,1120
2,181965,1820065532,0.1237248,1999,1893,2274,1723,1640,1940
1,182028,1820695300,0.1251783,1840,1739,1196,1650,1569,1122
2,181966,1820075533,0.1261302,1998,1897,2277,1723,1638,1937
1,182029,1820705301,0.1277045,1837,1740,1189,1653,1568,1126
2,181967,1820085531,0.1290507,1998,1893,2279,1723,1640,1939
1,182030,1820715301,0.1298305,1840,1731,1193,1653,1570,1126
2,181968,1820095531,0.1306151,2000,1895,2278,1720,1644,1939
1,182031,1820725301,0.1313804,1838,1730,1191,1651,1566,1125
2,181969,1820105530,0.1319923,2000,1898,2279,1723,1643,1942
1,182032,1820735301,0.1326912,1840,1735,1199,1654,1566,1125
2,181970,1820115532,0.1334365,2000,1901,2278,1722,1643,1945
1,182033,1820745301,0.1341067,1840,1733,1191,1652,1570,1125
1,182034,1820755302,0.1348423,1838,1741,1191,1650,1565,1126
2,181971,1820125531,0.1354613,2000,1900,2271,1721,1638,1943
1,182035,1820765301,0.1361181,1840,1730,1190,1653,1571,1127
2,181972,1820135532,0.1367969,2001,1894,2278,1721,1643,1941
2,181973,1820145532,0.1373909,1998,1901,2274,1723,1643,1939
1,182036,1820775301,0.1379763,1840,1735,1194,1653,1562,1121
2,181974,1820155532,0.1390941,1999,1898,2274,1723,1643,1942
1,182037,1820785301,0.1402733,1838,1738,1193,1650,1571,1123
2,181975,1820165534,0.1410776,1999,1892,2275,1721,1643,1923
1,182038,1820795301,0.1417585,1840,1743,1198,1655,1574,1122
2,181976,1820175532,0.1425613,2000,1902,2276,1722,1642,1940
1,182039,1820805301,0.1436658,1841,1741,1191,1647,1569,1125
2,181977,1820185530,0.1444873,2000,1900,2278,1723,1641,1940
1,182040,1820815301,0.1452034,1840,1728,1193,1653,1562,1120
2,181978,1820195533,0.1458528,2000,1897,2275,1723,1643,1941
1,182041,1820825302,0.1465343,1835,1734,1191,1650,1564,1121
2,181979,1820205532,0.1471997,2000,1897,2278,1722,1641,1946
1,182042,1820835302,0.1478337,1840,1739,1198,1652,1566,1126
2,181980,1820215532,0.1485711,2000,1901,2273,1719,1639,1943
1,182043,1820845301,0.1492791,1841,1739,1195,1650,1566,1121
1,182044,1820855301,0.1499135,1839,1740,1193,1652,1565,1121
2,181981,1820225532,0.1505938,2000,1898,2279,1722,1643,1940
1,182045,1820865301,0.1513754,1840,1742,1195,1653,1562,1121
2,181982,1820235534,0.1520474,1997,1899,2258,1723,1641,1944
2,181983,1820245530,0.1527515,2000,1895,2277,1723,1641,1944
1,182046,1820875301,0.1534433,1840,1730,1194,1653,1565,1121
2,181984,1820255532,0.1541111,2000,1899,2276,1722,1642,1943
1,182047,1820885301,0.1549193,1840,1735,1195,1650,1566,1123
2,181985,1820265532,0.155922,2000,1895,2278,1720,1641,1939
1,182048,1820895302,0.1568435,1841,1738,1195,1653,1570,1120
2,181986,1820275532,0.1576801,1997,1897,2274,1721,1638,1940
1,182049,1820905301,0.1591794,1840,1733,1191,1653,1563,1121
2,181987,1820285531,0.1605818,2000,1897,2278,1724,1643,1942
1,182050,1820915301,0.1615335,1840,1733,1189,1651,1569,1117
2,181988,1820295530,0.1624333,1994,1893,2274,1719,1639,1937
1,182051,1820925301,0.1635505,1839,1741,1197,1654,1571,1125
1,182052,1820935301,0.1644945,1842,1738,1194,1653,1569,1125
2,181989,1820305530,0.1653508,2000,1894,2276,1723,1637,1942
1,182053,1820945301,0.166359,1845,1734,1193,1653,1570,1125
2,181990,1820315534,0.1672312,1998,1895,2271,1717,1645,1950
2,181991,1820325530,0.168514,2000,1901,2277,1723,1642,1940
1,182054,1820955301,0.1696857,1842,1735,1197,1653,1568,1117
2,181992,1820335531,0.1709001,1999,1899,2276,1722,1643,1941
1,182055,1820965302,0.1720194,1838,1731,1198,1653,1567,1122
1,182056,1820975302,0.1731844,1836,1730,1193,1651,1564,1124
2,181994,1820355530,0.1742029,1999,1899,2276,1720,1640,1940
1,182057,1820985301,0.1751248,1840,1730,1195,1653,1563,1122
2,181995,1820365532,0.1761027,1999,1901,2283,1723,1639,1947
1,182058,1820995301,0.1771468,1840,1734,1197,1649,1570,1124
2,181996,1820375529,0.1782091,2000,1898,2276,1723,1640,1943
1,182059,1821005301,0.1791122,1838,1739,1191,1650,1565,1122
2,181997,1820385532,0.179886,1998,1899,2271,1723,1641,1941
1,182060,1821015301,0.1807594,1841,1733,1199,1651,1564,1123
2,181998,1820395534,0.1815144,1987,1895,2258,1723,1639,1944
1,182061,1821025301,0.1822932,1841,1738,1189,1650,1566,1123
1,182062,1821035301,0.1830214,1840,1730,1191,1649,1570,1121
2,181999,1820405531,0.1838764,1999,1895,2276,1722,1642,1940
2,182000,1820415534,0.1845951,1998,1895,2278,1723,1643,1940
1,182063,1821045302,0.1852622,1840,1739,1193,1653,1571,1118
2,182001,1820425537,0.1859228,1999,1894,2282,1723,1643,1942
1,182064,1821055301,0.1866016,1840,1732,1190,1653,1570,1117
2,182002,1820435532,0.1872247,1998,1901,2278,1726,1643,1939
1,182065,1821065301,0.1878636,1840,1738,1194,1649,1562,1122
2,182003,1820445545,0.1887469,2000,1895,2281,1720,1644,1940
1,182067,1821085301,0.1896847,1840,1739,1190,1653,1569,1120
1,182068,1821095300,0.1905141,1839,1730,1199,1650,1569,1120
2,182005,1820465532,0.1913312,1999,1901,2282,1721,1643,1945
2,182006,1820475531,0.192203,1997,1900,2281,1723,1638,1945
1,182069,1821105301,0.19305,1840,1741,1191,1655,1571,1124
2,182007,1820485531,0.1939341,2000,1894,2275,1723,1643,1941
2,182008,1820495532,0.1947454,2000,1893,2275,1728,1638,1940
1,182070,1821115300,0.1955654,1840,1733,1188,1653,1566,1125
1,182071,1821125301,0.1964154,1840,1735,1193,1653,1570,1124
1,182072,1821135301,0.197251,1840,1735,1191,1655,1565,1127
2,182009,1820505531,0.1981039,1998,1895,2276,1721,1640,1937
2,182010,1820515531,0.1991159,2000,1898,2273,1722,1642,1944
1,182073,1821145301,0.2000865,1840,1730,1196,1653,1568,1121
2,182011,1820525531,0.2007705,2000,1898,2277,1719,1644,1939
1,182074,1821155301,0.2013907,1841,1729,1194,1650,1570,1120
2,182012,1820535530,0.202042,1999,1897,2279,1723,1639,1941
1,182075,1821165302,0.2026821,1837,1734,1194,1651,1563,1121
2,182013,1820545530,0.2033755,2000,1898,2275,1723,1643,1942
1,182076,1821175301,0.2043009,1838,1740,1193,1650,1565,1116
2,182014,1820555531,0.2050667,2000,1893,2277,1720,1637,1945
1,182077,1821185301,0.2057891,1837,1735,1197,1650,1572,1118
2,182015,1820565532,0.2064553,2000,1897,2277,1723,1638,1939
1,182078,1821195301,0.2071718,1840,1734,1194,1653,1571,1120
2,182016,1820575531,0.2078937,2000,1895,2275,1723,1642,1945
1,182079,1821205301,0.2085738,1840,1735,1195,1653,1571,1125
2,182017,1820585532,0.20925,2000,1898,2275,1723,1641,1940
1,182080,1821215301,0.2099883,1839,1739,1194,1653,1570,1119
2,182018,1820595532,0.21068,1997,1902,2271,1721,1640,1937
1,182081,1821225301,0.211325,1840,1733,1197,1652,1569,1123
2,182019,1820605531,0.2120476,1998,1895,2277,1723,1639,1942
1,182082,1821235300,0.2128145,1840,1734,1190,1653,1568,1120
2,182020,1820615536,0.2135266,2000,1900,2272,1723,1643,1939
1,182083,1821245301,0.2142006,1834,1740,1193,1652,1562,1125
2,182021,1820625530,0.2148173,2000,1899,2276,1719,1643,1940
1,182084,1821255301,0.2154279,1840,1733,1189,1653,1573,1122
2,182022,1820635531,0.2161182,2000,1895,2276,1723,1644,1936
1,182085,1821265301,0.2167995,1835,1737,1194,1649,1566,1118
2,182023,1820645531,0.2175857,1999,1899,2273,1723,1641,1941
1,182086,1821275301,0.2184763,1840,1734,1195,1655,1565,1120
2,182024,1820655530,0.2192605,2000,1894,2277,1721,1644,1941
1,182087,1821285301,0.2202783,1838,1733,1194,1650,1569,1118
2,182025,1820665532,0.2213709,2000,1894,2276,1723,1645,1943
1,182088,1821295301,0.2224214,1838,1731,1197,1653,1569,1124
2,182026,1820675535,0.2231013,2000,1900,2280,1723,1643,1941
1,182089,1821305301,0.2238183,1840,1734,1193,1649,1570,1118
2,182027,1820685530,0.2245744,2000,1889,2275,1723,1640,1938
1,182090,1821315301,0.2253061,1840,1741,1191,1653,1566,1123
2,182028,1820695532,0.2260126,1997,1897,2273,1721,1636,1942
1,182091,1821325300,0.2267316,1840,1735,1197,1653,1566,1122
2,182029,1820705531,0.2273925,1999,1893,2278,1724,1640,1942
1,182092,1821335301,0.2281001,1835,1739,1191,1653,1570,1124
2,182030,1820715531,0.2288724,1998,1897,2277,1722,1640,1943
1,182093,1821345307,0.2295716,1840,1727,1190,1650,1562,1122
2,182031,1820725543,0.2302839,2001,1898,2290,1722,1639,1938
1,182094,1821355301,0.2309214,1840,1737,1199,1653,1571,1122
2,182032,1820735532,0.2314713,2000,1899,2273,1723,1640,1942
2,182033,1820745531,0.2321582,2000,1896,2275,1723,1642,1939
1,182096,1821375301,0.23279,1840,1729,1189,1653,1571,1118
2,182034,1820755532,0.2335387,1998,1895,2271,1723,1639,1943
2,182035,1820765532,0.2342678,2000,1901,2278,1723,1641,1945
1,182098,1821395302,0.2350088,1835,1737,1189,1653,1566,1118
2,182036,1820775535,0.2361843,2000,1895,2275,1723,1640,1940
1,182099,1821405301,0.237413,1841,1730,1194,1653,1562,1120
2,182037,1820785531,0.2380985,2000,1895,2273,1723,1641,1937
1,182100,1821415301,0.2386787,1835,1736,1193,1655,1565,1115
2,182038,1820795531,0.2392682,2002,1898,2272,1720,1640,1945
1,182101,1821425301,0.2397791,1837,1735,1188,1652,1566,1122
2,182039,1820805530,0.2402658,2000,1897,2277,1723,1641,1940
1,182102,1821435301,0.2407825,1843,1738,1194,1653,1565,1120
2,182040,1820815531,0.2413112,2000,1897,2275,1722,1644,1945
1,182103,1821445301,0.2418267,1838,1737,1190,1651,1569,1123
2,182041,1820825530,0.2423004,2002,1901,2282,1723,1640,1943
1,182104,1821455301,0.242831,1837,1738,1189,1651,1570,1122
2,182042,1820835532,0.2433294,2000,1894,2274,1723,1639,1941
1,182105,1821465301,0.2438206,1835,1735,1189,1649,1562,1123
2,182043,1820845531,0.2443835,2000,1897,2273,1723,1640,1942
1,182106,1821475302,0.2449958,1835,1739,1194,1653,1563,1125
2,182045,1820865535,0.2455165,2000,1901,2276,1721,1640,1941
2,182046,1820875532,0.2460539,2000,1893,2273,1723,1640,1942
1,182108,1821495301,0.2466065,1838,1731,1187,1653,1562,1116
1,182109,1821505301,0.2471213,1837,1738,1195,1649,1566,1126
2,182047,1820885531,0.2476381,2002,1897,2275,1723,1641,1945
2,182048,1820895530,0.2481173,2000,1899,2276,1722,1636,1940
1,182110,1821515301,0.2486932,1840,1735,1194,1653,1564,1126
1,182111,1821525301,0.2492133,1835,1731,1190,1653,1570,1117
2,182049,1820905532,0.2496822,2000,1897,2275,1723,1641,1946
1,182112,1821535301,0.2501174,1841,1738,1191,1655,1570,1125
1,182113,1821545301,0.250936,1841,1729,1193,1651,1562,1121
2,182050,1820915531,0.2524391,2000,1897,2281,1723,1641,1942
2,182051,1820925530,0.2533049,2000,1893,2275,1722,1638,1942
1,182114,1821555301,0.2540717,1837,1734,1193,1653,1565,1122
2,182052,1820935532,0.2548819,2000,1898,2281,1722,1643,1942
1,182115,1821565300,0.2556338,1842,1737,1186,1653,1569,1123
2,182053,1820945531,0.2564639,2000,1898,2279,1723,1642,1941
1,182116,1821575301,0.2572294,1840,1730,1189,1653,1568,1122
2,182054,1820955533,0.2579851,2000,1895,2279,1722,1644,1942
1,182117,1821585301,0.2588772,1839,1729,1186,1651,1568,1125
2,182055,1820965529,0.2596762,2000,1902,2278,1723,1644,1942
1,182118,1821595301,0.2605336,1841,1734,1197,1651,1562,1120
1,182119,1821605301,0.2613086,1837,1733,1195,1653,1562,1123
2,182056,1820975532,0.2620727,2000,1894,2277,1723,1643,1943
2,182057,1820985532,0.2632781,2000,1900,2277,1723,1646,1943
1,182120,1821615301,0.2643391,1838,1735,1191,1648,1566,1119
2,182058,1820995530,0.2650118,2000,1898,2278,1723,1642,1943
1,182121,1821625302,0.2660156,1838,1730,1190,1651,1570,1118
2,182059,1821005531,0.2668231,2000,1899,2279,1723,1639,1937
1,182122,1821635301,0.2675271,1837,1737,1194,1653,1562,1125
1,182123,1821645301,0.2684912,1835,1740,1189,1653,1568,1126
2,182060,1821015531,0.2693891,1997,1902,2281,1723,1640,1943
2,182061,1821025532,0.2703267,1999,1898,2275,1723,1643,1942
1,182124,1821655300,0.2711563,1841,1741,1194,1653,1563,1122
2,182062,1821035532,0.2719243,1999,1898,2279,1722,1642,1942
1,182125,1821665301,0.272703,1837,1730,1191,1653,1568,1120
2,182063,1821045530,0.2735087,1995,1898,2279,1723,1642,1945
1,182126,1821675301,0.274708,1834,1735,1187,1652,1564,1125
2,182064,1821055531,0.2754254,2000,1895,2281,1722,1640,1942
1,182127,1821685301,0.276153,1838,1731,1188,1651,1569,1122
1,182128,1821695301,0.2768431,1839,1737,1194,1657,1565,1119
2,182066,1821075530,0.2775288,2000,1898,2271,1723,1639,1941
1,182129,1821705301,0.2784894,1839,1729,1195,1650,1562,1121
2,182067,1821085541,0.2793792,2002,1891,2271,1723,1636,1943
1,182130,1821715300,0.280265,1837,1737,1189,1653,1569,1123
2,182068,1821095531,0.2822554,1999,1895,2282,1723,1641,1944
1,182131,1821725301,0.2832745,1837,1737,1197,1651,1563,1122
2,182069,1821105531,0.2841571,2000,1899,2278,1723,1643,1947
1,182132,1821735301,0.2851436,1840,1728,1187,1653,1565,1118
2,182070,1821115531,0.2862256,2000,1895,2275,1723,1641,1938
1,182133,1821745301,0.2875373,1840,1733,1187,1653,1566,1121
2,182071,1821125529,0.2885344,2000,1895,2276,1720,1640,1945
1,182134,1821755301,0.2896078,1840,1734,1193,1652,1561,1125
2,182072,1821135532,0.2908695,2000,1900,2277,1723,1643,1939
2,182073,1821145532,0.2916824,1999,1893,2272,1722,1641,1941
1,182135,1821765301,0.2924374,1835,1733,1193,1650,1564,1125
1,182136,1821775301,0.293268,1837,1739,1188,1652,1566,1126
2,182074,1821155533,0.2944876,2002,1897,2279,1721,1640,1940
1,182137,1821785301,0.2957679,1840,1734,1195,1653,1565,1121
2,182075,1821165530,0.2970878,2000,1899,2279,1724,1640,1942
2,182076,1821175531,0.2978689,2000,1894,2274,1723,1643,1941
1,182139,1821805301,0.2984257,1838,1731,1191,1653,1564,1120
2,182077,1821185532,0.2990311,1999,1894,2277,1723,1643,1942
1,182140,1821815301,0.2995581,1840,1737,1194,1656,1562,1118
2,182078,1821195530,0.2999955,2000,1898,2283,1723,1641,1945
1,182141,1821825301,0.3006135,1840,1733,1195,1653,1565,1119
2,182079,1821205531,0.3011052,1999,1893,2273,1721,1642,1942
1,182142,1821835301,0.3015786,1835,1731,1194,1650,1565,1121
2,182080,1821215531,0.302126,2000,1895,2281,1723,1646,1942
2,182081,1821225532,0.302636,2000,1893,2275,1722,1641,1941
1,182144,1821855301,0.3030872,1840,1733,1195,1650,1561,1121
2,182082,1821235532,0.3036521,2000,1898,2277,1721,1642,1941
1,182145,1821865301,0.3041167,1845,1738,1193,1653,1562,1121
2,182083,1821245531,0.3045794,2000,1898,2279,1722,1640,1942
2,182084,1821255531,0.3050063,1999,1898,2277,1723,1640,1940
1,182146,1821875301,0.3055465,1840,1735,1194,1653,1564,1120
1,182147,1821885301,0.3064026,1840,1734,1199,1651,1563,1120
2,182085,1821265531,0.3072773,2000,1899,2275,1723,1643,1941
1,182148,1821895301,0.3079888,1840,1735,1191,1653,1571,1120
2,182086,1821275531,0.3085701,1998,1901,2273,1722,1644,1946
1,182149,1821905301,0.3095354,1837,1731,1194,1653,1565,1126
2,182087,1821285531,0.3100943,2000,1897,2282,1723,1643,1940
1,182150,1821915301,0.3105918,1840,1734,1194,1649,1570,1123
2,182088,1821295531,0.3111074,1998,1893,2279,1723,1643,1943
1,182151,1821925301,0.311733,1838,1737,1198,1645,1563,1118
2,182089,1821305530,0.3126106,1998,1895,2281,1723,1640,1941
1,182152,1821935301,0.3133441,1837,1733,1195,1653,1566,1118
2,182090,1821315531,0.3140084,1997,1898,2279,1722,1637,1938
1,182153,1821945301,0.3147067,1840,1741,1198,1649,1570,1121
1,182154,1821955301,0.3152577,1840,1730,1190,1652,1569,1120
2,182091,1821325530,0.3157394,2000,1901,2281,1723,1645,1942
2,182092,1821335533,0.3162142,2000,1900,2275,1720,1643,1941
1,182155,1821965301,0.3167867,1843,1738,1191,1653,1565,1123
2,182093,1821345531,0.3174601,1998,1893,2275,1722,1643,1942
1,182156,1821975301,0.3181315,1840,1735,1196,1650,1566,1120
2,182094,1821355532,0.3193496,1998,1895,2276,1723,1640,1939
1,182157,1821985301,0.3200252,1839,1738,1193,1650,1565,1119
1,182158,1821995301,0.3205749,1839,1735,1194,1648,1569,1126
1,182159,1822005301,0.3212405,1839,1728,1187,1653,1566,1126
2,182097,1821385532,0.3220502,1997,1897,2275,1722,1642,1942
2,182098,1821395531,0.3229615,1998,1894,2277,1723,1643,1937
1,182160,1822015301,0.3239217,1842,1731,1190,1656,1565,1118
1,182161,1822025302,0.3246527,1840,1739,1189,1653,1565,1123
2,182099,1821405529,0.3254644,2000,1897,2275,1723,1642,1941
1,182162,1822035301,0.3263069,1840,1731,1194,1652,1571,1120
2,182100,1821415530,0.3272871,2000,1894,2277,1723,1640,1938
1,182163,1822045302,0.3282323,1840,1736,1197,1653,1570,1120
2,182101,1821425530,0.3290543,2000,1900,2283,1723,1643,1940
1,182164,1822055302,0.3297076,1837,1740,1192,1653,1566,1122
1,182165,1822065301,0.3302947,1837,1737,1189,1653,1562,1123
2,182102,1821435532,0.3310687,2000,1893,2284,1723,1642,1943
2,182103,1821445531,0.3315752,2000,1898,2281,1721,1639,1939
1,182166,1822075302,0.3320975,1842,1739,1191,1654,1569,1122
1,182167,1822085301,0.3327209,1835,1733,1190,1653,1569,1120
2,182104,1821455530,0.3333187,1999,1900,2282,1721,1646,1941
2,182105,1821465531,0.3339464,2000,1896,2275,1722,1643,1940
1,182168,1822095301,0.334536,1840,1731,1195,1653,1570,1120
1,182169,1822105301,0.3351585,1840,1738,1193,1653,1563,1125
1,182170,1822115301,0.3356634,1835,1739,1196,1650,1566,1123
2,182107,1821485531,0.3362668,2000,1900,2274,1723,1638,1939
2,182108,1821495531,0.3368394,1999,1897,2278,1720,1643,1941
1,182171,1822125303,0.3374187,1840,1739,1197,1655,1566,1127
2,182109,1821505534,0.338136,1999,1895,2281,1723,1644,1942
1,182172,1822135301,0.3387888,1839,1739,1192,1654,1571,1119
2,182110,1821515530,0.3394328,1998,1899,2276,1723,1640,1943
1,182173,1822145302,0.3401513,1840,1731,1193,1653,1566,1123
2,182111,1821525531,0.3409167,1997,1891,2275,1723,1639,1943
1,182174,1822155301,0.3417346,1842,1729,1199,1652,1568,1120
1,182175,1822165300,0.3426085,1840,1734,1199,1653,1566,1125
1,182176,1822175301,0.3435937,1840,1734,1197,1652,1566,1122
2,182112,1821535531,0.3444598,2000,1897,2271,1723,1643,1941
