seq,t_us,wall_s,raw_x,raw_y,raw_z,mv_x,mv_y,mv_z
75516,755564747,10.7627794,3888,2026,0,3059,1790,142
75517,755574747,10.7775051,3841,1795,0,3046,1619,142
75518,755584746,10.7781464,3726,1968,0,3013,1766,142
75519,755594746,10.7947028,3883,1895,0,3060,1697,142
75520,755604747,10.9171927,3888,1903,0,3061,1705,142
75521,755614747,10.9193214,3876,1903,0,3057,1700,142
75522,755624747,10.9207817,3856,1890,0,3051,1704,142
75524,755644747,10.9221093,3883,1894,0,3058,1696,142
75525,755654746,10.9233372,3879,1892,0,3059,1696,142
75526,755664746,10.9247393,3877,1898,0,3062,1701,142
75527,755674746,10.9261995,3855,1881,0,3049,1688,142
75528,755684747,10.9276731,3869,1856,0,3051,1662,142
75529,755694746,10.9291359,3844,1921,0,3043,1721,142
75530,755704747,10.9311126,3875,1937,0,3062,1731,142
75531,755714746,10.9324642,3907,1904,0,3068,1704,142
75532,755724746,10.9339888,3886,1887,0,3058,1694,142
75533,755734747,10.9362359,3856,1889,0,3052,1698,142
75534,755744746,10.9494013,3850,1904,0,3046,1705,142
75535,755754746,10.9502252,3867,1893,0,3055,1695,142
75536,755764746,10.96538,3888,1889,0,3062,1696,142
75537,755774746,10.9794732,3861,1969,0,3051,1757,142
75538,755784746,10.9805391,3863,1951,0,3049,1746,142
75539,755794746,10.9972359,3891,1593,0,3066,1438,142
75540,755804747,10.9981147,3873,1690,0,3058,1539,142
75541,755814746,11.1351316,3997,2256,0,3094,1980,142
75542,755824746,11.1360458,3903,2086,0,3069,1846,142
75543,755834746,11.1367412,3852,1798,0,3049,1619,142
75544,755844747,11.137319,3887,1925,0,3068,1721,142
75545,755854747,11.1378452,3893,1886,0,3069,1690,142
75546,755864747,11.1383773,3910,1920,0,3070,1717,142
75547,755874746,11.1389373,3888,1894,0,3062,1704,142
75548,755884746,11.1395816,3899,1904,0,3067,1698,142
75549,755894747,11.1402687,3911,1901,0,3073,1704,142
75550,755904747,11.1408637,3934,1813,0,3081,1630,142
75551,755914746,11.1414338,3858,1948,0,3053,1745,142
75552,755924745,11.1420562,3903,1966,0,3071,1754,142
75553,755934746,11.142674,3945,1863,0,3077,1679,142
75554,755944747,11.1500409,3881,1869,0,3063,1674,142
75555,755954746,11.1509466,3886,1937,0,3064,1727,142
75556,755964746,11.1682076,3883,1875,0,3059,1681,142
75557,755974746,11.1698226,3887,1909,0,3062,1714,142
75558,755984746,11.1835065,3890,1901,0,3062,1704,142
75559,755994746,11.1981796,3897,1946,0,3066,1737,142
75560,756004746,11.1987711,3882,1893,0,3057,1704,142
75561,756014747,11.3160508,3783,1291,0,3018,1199,142
75562,756024746,11.3168196,3717,1821,0,2983,1643,142
75563,756034746,11.3179024,3841,2096,0,3038,1864,142
75565,756054747,11.3186352,3849,1878,0,3045,1683,142
75566,756064746,11.3191368,3846,1760,0,3046,1594,142
75567,756074746,11.3203907,3875,1917,0,3059,1719,142
75568,756084747,11.3216116,3881,1841,0,3057,1654,142
75569,756094747,11.3225174,3849,1863,0,3044,1670,142
75570,756104746,11.3234227,3702,2090,0,2978,1855,142
75571,756114746,11.324207,3632,1875,0,2945,1679,142
75572,756124747,11.3254476,3885,1878,0,3062,1681,142
75573,756134747,11.3367276,3824,1853,0,3036,1664,142
75574,756144746,11.3376659,3858,1939,0,3048,1731,142
75575,756154747,11.352609,3916,1893,0,3071,1690,142
75576,756164747,11.3682393,3920,1904,0,3076,1703,142
75577,756174747,11.3694353,3936,2043,0,3081,1807,142
75578,756184746,11.3833896,3934,1938,0,3088,1730,142
75579,756194746,11.398923,4018,1709,0,3150,1513,142
75580,756204746,11.3997493,3728,1449,0,2990,1340,142
75581,756214747,11.5158562,3895,1887,0,3063,1700,142
75582,756224746,11.5165915,3879,2162,0,3053,1920,142
75583,756234746,11.5177324,3856,2037,0,3067,1810,142
75584,756244746,11.518903,3848,1838,0,3034,1652,142
75585,756254746,11.5197438,3875,1786,0,3059,1613,142
75586,756264747,11.5202215,3904,1840,0,3074,1658,142
75587,756274747,11.5207344,3895,1920,0,3067,1723,142
75588,756284747,11.5213609,3747,2246,0,2979,1993,142
75589,756294746,11.5218826,3883,1828,0,3058,1645,142
75590,756304746,11.5224169,3947,1887,0,3087,1691,142
75591,756314746,11.522991,3881,1869,0,3049,1678,142
75592,756324746,11.5403405,3882,1863,0,3062,1667,142
75593,756334746,11.5414798,3847,2000,0,3040,1773,142
75594,756344747,11.5424331,3869,1931,0,3056,1733,142
75595,756354746,11.5559315,3905,1958,0,3067,1745,142
75596,756364747,11.5566255,3883,1894,0,3062,1686,142
75597,756374746,11.575281,3888,1360,0,3062,1259,142
75599,756394746,11.5905885,3865,1984,0,3053,1778,142
75600,756404747,11.6038166,3749,2115,0,2970,1884,142
75601,756414746,11.6188966,3956,1897,0,3095,1693,142
75602,756424747,11.6348447,3877,1657,0,3062,1502,142
75603,756434746,11.6360598,3888,1950,0,3059,1753,142
75604,756444746,11.6368101,3765,2112,0,3016,1860,142
75605,756454746,11.7807513,3821,1840,0,3035,1649,142
75606,756464746,11.7822815,3819,1861,0,3029,1672,142
75607,756474746,11.7837644,3835,1923,0,3041,1718,142
75608,756484746,11.785245,3878,1891,0,3059,1694,142
75609,756494746,11.7865967,3879,1881,0,3058,1672,142
75610,756504746,11.7878147,3884,1895,0,3062,1695,142
75611,756514746,11.788837,3874,1893,0,3061,1698,142
75612,756524747,11.7896716,3892,2027,0,3059,1807,142
75613,756534746,11.7903704,3888,1941,0,3066,1736,142
75614,756544746,11.7913933,4016,1858,0,3150,1701,142
75615,756554747,11.7924129,3787,1513,0,3016,1392,142
75616,756564746,11.7932887,3875,1872,0,3060,1679,142
75617,756574746,11.7941027,3811,2343,0,3069,2099,142
75618,756584746,11.7949473,3883,1901,0,3049,1691,142
75619,756594747,11.7964339,3943,1682,0,3084,1521,142
75620,756604746,11.8079261,3917,1870,0,3075,1684,142
75621,756614746,11.8092122,2884,1993,0,2515,1773,142
75622,756624746,11.8248926,2883,1728,0,2515,1561,142
75623,756634746,11.8392081,2835,1699,0,2473,1539,142
75624,756644746,11.8400301,2719,1764,0,2374,1599,142
75625,756654746,11.9506114,2804,1741,0,2443,1570,142
75626,756664746,11.9513929,2855,1763,0,2493,1588,142
75627,756674746,11.9520358,3119,1814,0,2662,1634,142
75629,756694746,11.9525698,3248,1840,0,2741,1654,142
75630,756704746,11.9531641,3291,1932,0,2769,1727,142
75631,756714746,11.9542928,3431,1927,0,2842,1731,142
75632,756724747,11.9550946,3510,1777,0,2885,1600,142
75633,756734747,11.9556101,3472,1457,0,2862,1347,142
75634,756744746,11.95612,3488,1868,0,2881,1677,142
75635,756754746,11.956706,3539,2173,0,2907,1928,142
75636,756764747,11.9648621,3531,1865,0,2899,1673,142
75637,756774747,11.9786269,3467,1731,0,2867,1561,142
75638,756784747,11.9794153,3616,1899,0,2936,1698,142
75639,756794746,11.9940774,3664,1855,0,2961,1667,142
75640,756804747,12.0098511,3661,1915,0,2958,1706,142
75641,756814747,12.0105978,3678,1826,0,2964,1644,142
75642,756824746,12.0261463,3674,1868,0,2964,1672,142
75644,756844747,12.0408061,3660,1894,0,2962,1691,142
75646,756864747,12.1413325,3637,1865,0,2947,1676,142
75647,756874746,12.1432632,3661,1867,0,2958,1678,142
75649,756894747,12.1440908,3717,1877,0,2981,1680,142
75650,756904746,12.1446125,3742,1878,0,2999,1686,142
75652,756924746,12.145032,3728,1883,0,2994,1684,142
75653,756934747,12.1454267,3755,1875,0,3003,1683,142
75654,756944747,12.1486389,3759,1886,0,3003,1683,142
75655,756954746,12.1491661,3774,1881,0,3010,1690,142
75656,756964747,12.1650409,3777,1889,0,3008,1690,142
75658,756984746,12.181289,3785,1888,0,3012,1690,142
75659,756994746,12.1961233,3786,1890,0,3018,1695,142
75660,757004747,12.2112658,3789,1881,0,3015,1688,142
75661,757014747,12.2118243,3796,1881,0,3020,1685,142
75662,757024746,12.2276687,3792,1873,0,3023,1676,142
75663,757034747,12.2282584,3803,1865,0,3018,1676,142
75664,757044747,12.2440386,3792,1915,0,3022,1716,142
75665,757054746,12.346096,3795,1898,0,3028,1703,142
75667,757074747,12.3469212,3824,1904,0,3034,1705,142
75668,757084747,12.3477555,3824,1883,0,3031,1690,142
75669,757094747,12.348555,3824,1887,0,3037,1698,142
75670,757104746,12.3491538,3840,1903,0,3044,1695,142
75671,757114747,12.3496693,3827,1884,0,3037,1688,142
75672,757124747,12.3502151,3834,1898,0,3040,1695,142
75673,757134747,12.3507497,3842,1892,0,3043,1698,142
75674,757144747,12.3514028,3839,1889,0,3041,1700,142
75675,757154747,12.3552444,3851,1899,0,3048,1699,142
75676,757164746,12.3689652,3859,1895,0,3053,1690,142
75677,757174746,12.3698066,3866,1899,0,3053,1695,142
75678,757184746,12.3836443,3859,1892,0,3050,1696,142
75679,757194747,12.3987185,3856,1889,0,3049,1700,142
75680,757204747,12.3991931,3874,1903,0,3056,1700,142
75681,757214747,12.4146035,3879,1895,0,3056,1698,142
75682,757224747,12.4307999,3869,1891,0,3055,1697,142
75683,757234746,12.4313724,3888,1895,0,3060,1705,142
75684,757244747,12.4457026,3888,1891,0,3059,1695,142
75685,757254747,12.4463284,3879,1900,0,3060,1698,142
75686,757264747,12.5503921,3883,1898,0,3057,1695,142
75687,757274747,12.5518834,3888,1902,0,3062,1695,142
75688,757284746,12.5532861,3880,1899,0,3064,1705,142
75689,757294747,12.5539814,3887,1893,0,3062,1701,142
75690,757304747,12.5548176,3883,1897,0,3062,1692,142
75691,757314746,12.5556875,3887,1893,0,3063,1704,142
75692,757324747,12.5565434,3887,1898,0,3062,1704,142
75693,757334746,12.5573956,3891,1904,0,3058,1698,142
75694,757344746,12.5582711,3888,1899,0,3063,1700,142
75695,757354747,12.5591324,3879,1893,0,3062,1697,142
75696,757364747,12.5595649,3887,1899,0,3061,1697,142
75699,757394746,12.587855,3888,1903,0,3062,1701,142
75700,757404747,12.6027459,3890,1902,0,3062,1702,142
75701,757414747,12.6059372,3883,1894,0,3061,1703,142
75702,757424747,12.6179913,3883,1898,0,3067,1705,142
75703,757434746,12.6514491,3891,1899,0,3063,1693,142
75704,757444745,12.6528305,3888,1899,0,3062,1704,142
75705,757454746,12.654031,3882,1892,0,3063,1699,142
75706,757464747,12.7725676,3886,1894,0,3063,1696,142
75708,757484746,12.7734416,3890,1899,0,3057,1693,142
75709,757494747,12.774281,3888,1893,0,3062,1696,142
75710,757504747,12.774923,3901,1903,0,3062,1704,142
75711,757514747,12.7755749,3888,1890,0,3061,1697,142
75712,757524746,12.7761897,3892,1893,0,3062,1703,142
75713,757534746,12.7767032,3888,1894,0,3062,1697,142
75714,757544747,12.7772401,3889,1888,0,3061,1697,142
75715,757554747,12.7777519,3882,1901,0,3062,1697,142
75716,757564747,12.7782758,3883,1895,0,3067,1703,142
75717,757574747,12.7790754,3886,1899,0,3065,1697,142
75718,757584747,12.7796087,3887,1892,0,3067,1702,142
75719,757594746,12.7912314,3888,1903,0,3065,1695,142
75720,757604747,12.8062128,3888,1895,0,3065,1701,142
75721,757614747,12.8069018,3893,1895,0,3066,1703,142
75722,757624746,12.8216269,3874,1894,0,3056,1694,142
75723,757634746,12.8378827,3851,1895,0,3046,1701,142
75724,757644746,12.8388,3847,1890,0,3047,1696,142
75725,757654746,12.8531063,3847,1890,0,3050,1695,142
75726,757664747,12.868871,3860,1891,0,3046,1702,142
75727,757674746,12.8696287,3858,1889,0,3051,1696,142
75728,757684747,12.9792445,3854,1903,0,3049,1703,142
75729,757694750,12.980355,3850,1894,0,3055,1701,142
75730,757704746,12.9811023,3860,1893,0,3054,1700,142
75731,757714747,12.9817189,3858,1892,0,3049,1699,142
75732,757724747,12.9822813,3867,1892,0,3051,1692,142
75733,757734747,12.9827977,3859,1895,0,3055,1696,142
75734,757744746,12.9832815,3872,1894,0,3054,1701,142
75735,757754746,12.9838361,3870,1895,0,3059,1703,142
75736,757764747,12.984559,3867,1903,0,3055,1696,142
75737,757774747,12.985448,3873,1899,0,3053,1691,142
75739,757794747,12.9953135,3874,1899,0,3056,1704,142
75740,757804746,13.0108468,3877,1893,0,3055,1696,142
75741,757814746,13.0117481,3888,1900,0,3060,1703,142
75742,757824747,13.0261745,3888,1901,0,3055,1691,142
75743,757834747,13.0269054,3875,1897,0,3055,1701,142
75744,757844746,13.0420834,3881,1901,0,3060,1700,142
75745,757854746,13.0579999,3882,1894,0,3062,1697,142
75746,757864747,13.0589541,3886,1902,0,3059,1695,142
75747,757874746,13.0740186,3871,1893,0,3058,1700,142
75748,757884746,13.089015,3874,1898,0,3058,1696,142
75749,757894746,13.0900612,3863,1903,0,3054,1698,142
75750,757904746,13.2210589,3875,1901,0,3058,1697,142
75751,757914746,13.2219019,3872,1894,0,3055,1697,142
75753,757934751,13.2225895,3871,1904,0,3049,1695,142
75754,757944747,13.2230658,3869,1893,0,3048,1703,142
75755,757954747,13.2234492,3810,1894,0,3026,1696,142
75756,757964746,13.2238211,3795,1891,0,3021,1691,142
75757,757974747,13.2241923,3795,1887,0,3030,1690,142
75758,757984747,13.2245639,3848,1893,0,3049,1695,142
75759,757994746,13.2249563,3873,1889,0,3055,1698,142
75760,758004747,13.2254016,3888,1903,0,3060,1701,142
75761,758014746,13.225822,3883,1888,0,3059,1703,142
75762,758024746,13.2261991,3885,1893,0,3059,1696,142
75763,758034747,13.2459463,3882,1898,0,3062,1704,142
75764,758044747,13.2467698,3884,1901,0,3055,1698,142
75765,758054746,13.2609675,3888,1899,0,3062,1696,142
75766,758064746,13.2618043,3891,1898,0,3062,1704,142
75767,758074746,13.2779436,3877,1902,0,3068,1701,142
75768,758084747,13.2790849,3863,1903,0,3060,1697,142
75769,758094746,13.2926495,3854,1891,0,3049,1697,142
75770,758104747,13.4050478,3829,1887,0,3034,1696,142
75771,758114746,13.4061094,3795,1891,0,3038,1691,142
75772,758124747,13.4077268,3862,1895,0,3060,1700,142
75773,758134747,13.4090978,3879,1898,0,3055,1695,142
75774,758144747,13.4102611,3841,1886,0,3044,1695,142
75776,758164746,13.4113167,3909,1904,0,3069,1700,142
75777,758174747,13.4122204,3901,1895,0,3072,1699,142
75778,758184746,13.4131056,3894,1901,0,3067,1697,142
75780,758204746,13.4140471,3881,1897,0,3062,1697,142
75781,758214747,13.4175225,3857,1893,0,3052,1700,142
75782,758224747,13.4184045,3837,1891,0,3042,1700,142
75783,758234746,13.4347602,3895,1898,0,3063,1701,142
75785,758254746,13.4641889,3923,1895,0,3073,1702,142
75786,758264745,13.4653988,3917,1904,0,3075,1703,142
75787,758274747,13.4795975,3909,1903,0,3076,1704,142
75788,758284746,13.4965966,3909,1904,0,3070,1694,142
75789,758294746,13.5103732,3903,1904,0,3070,1700,142
75790,758304746,13.511072,3855,1903,0,3045,1701,142
75791,758314746,13.5116197,3843,1897,0,3041,1697,142
75792,758324746,13.6209901,3888,1901,0,3061,1694,142
75793,758334747,13.6217931,3921,1899,0,3076,1704,142
75794,758344746,13.622335,3908,1894,0,3069,1703,142
75795,758354747,13.6227338,3839,1889,0,3049,1698,142
75796,758364747,13.6231083,3903,1901,0,3076,1705,142
75797,758374747,13.6234864,3929,1904,0,3078,1707,142
75798,758384747,13.6239214,3900,1899,0,3071,1696,142
75799,758394746,13.6243149,3898,1899,0,3072,1698,142
75800,758404747,13.6248003,3920,1904,0,3074,1698,142
75801,758414747,13.625278,3920,1903,0,3076,1705,142
75802,758424747,13.6257442,3934,1905,0,3078,1704,142
75803,758434746,13.636725,3920,1901,0,3078,1703,142
75804,758444746,13.6372951,3929,1905,0,3082,1705,142
75805,758454747,13.6523088,3949,1897,0,3079,1704,142
75806,758464746,13.6675005,3949,1903,0,3082,1708,142
75807,758474747,13.6682901,3930,1904,0,3085,1704,142
75808,758484747,13.6825906,3931,1899,0,3076,1700,142
75809,758494747,13.6974943,3920,1903,0,3078,1701,142
75810,758504746,13.6981141,3932,1902,0,3078,1703,142
75811,758514747,13.7138715,3933,1902,0,3084,1704,142
75812,758524747,13.7291315,3921,1897,0,3077,1705,142
75813,758534746,13.7298801,3920,1898,0,3074,1705,142
75814,758544747,13.8433339,3906,1895,0,3072,1698,142
75815,758554746,13.8444826,3728,1882,0,2993,1685,142
75816,758564746,13.845301,3808,1891,0,3031,1689,142
75817,758574746,13.846036,3805,1894,0,3030,1691,142
75818,758584747,13.8467937,3834,1889,0,3041,1693,142
75819,758594746,13.8476666,3793,1885,0,3027,1694,142
75821,758614746,13.8486254,3905,1904,0,3072,1705,142
75822,758624747,13.8493476,3919,1903,0,3079,1704,142
75823,758634746,13.8500355,3927,1904,0,3083,1704,142
75824,758644747,13.8507099,3946,1906,0,3084,1706,142
75825,758654747,13.8549625,3952,1903,0,3088,1704,142
75826,758664746,13.8701718,3953,1906,0,3087,1704,142
75827,758674746,13.8718743,3949,1902,0,3086,1704,142
75828,758684746,13.8882758,3955,1907,0,3092,1702,142
75829,758694746,13.8889405,3950,1907,0,3087,1704,142
75830,758704747,13.9029013,3953,1904,0,3090,1704,142
75831,758714747,13.931936,3929,1904,0,3084,1704,142
75833,758734747,13.9326483,3939,1901,0,3083,1704,142
75834,758744747,14.0428846,3942,1904,0,3085,1705,142
75835,758754746,14.0440826,3952,1903,0,3086,1701,142
75836,758764746,14.0448282,3952,1900,0,3089,1707,142
75837,758774747,14.0454208,3967,1904,0,3090,1705,142
75838,758784747,14.0458832,3962,1906,0,3093,1702,142
75839,758794746,14.0465408,3952,1901,0,3095,1704,142
75840,758804747,14.0471925,3964,1899,0,3097,1706,142
75841,758814746,14.0477075,3957,1898,0,3090,1705,142
75842,758824747,14.0482056,3960,1901,0,3090,1704,142
75843,758834747,14.0487963,3960,1902,0,3092,1705,142
75845,758854746,14.0561066,3987,1907,0,3102,1709,142
75846,758864747,14.0569467,3975,1907,0,3101,1710,142
75847,758874746,14.0714611,3984,1909,0,3098,1706,142
75848,758884747,14.0883557,3979,1905,0,3101,1705,142
75849,758894746,14.0897175,3979,1905,0,3102,1706,142
75850,758904746,14.1071785,3973,1906,0,3101,1708,142
75851,758914746,14.1197916,3979,1909,0,3097,1708,142
75853,758934747,14.2707309,3990,1910,0,3101,1703,142
75854,758944746,14.2721103,3975,1907,0,3097,1704,142
75856,758964747,14.2730706,3982,1906,0,3099,1705,142
75857,758974747,14.2737213,3952,1904,0,3087,1705,142
75859,758994747,14.2742553,3959,1900,0,3090,1705,142
75860,759004746,14.2750363,3953,1906,0,3091,1705,142
75861,759014746,14.2759058,3962,1903,0,3090,1705,142
75862,759024746,14.2767712,3953,1907,0,3091,1705,142
75863,759034746,14.2777923,3947,1904,0,3097,1705,142
75865,759054746,14.278921,3974,1904,0,3096,1707,142
75866,759064746,14.2802465,3954,1906,0,3096,1706,142
75867,759074747,14.2815555,3959,1903,0,3091,1705,142
75868,759084746,14.2824005,3958,1901,0,3097,1705,142
75869,759094746,14.2924799,3953,1898,0,3090,1705,142
75870,759104746,14.308866,3956,1904,0,3096,1705,142
75872,759124746,14.324256,3955,1904,0,3096,1705,142
75873,759134746,14.3382952,3959,1903,0,3095,1707,142
75874,759144746,14.3392881,3970,1901,0,3093,1705,142
75875,759154747,14.466136,3979,1907,0,3095,1703,142
75876,759164747,14.4668807,3967,1904,0,3098,1705,142
75877,759174746,14.4676226,3967,1904,0,3096,1709,142
75878,759184747,14.4683874,3962,1905,0,3098,1707,142
75879,759194746,14.468963,3967,1906,0,3098,1704,142
75880,759204747,14.4695521,3957,1904,0,3098,1705,142
75881,759214747,14.4702187,3963,1905,0,3098,1709,142
75882,759224746,14.470843,3959,1903,0,3094,1708,142
75883,759234747,14.4714549,3970,1906,0,3097,1711,142
75884,759244747,14.4719712,3959,1904,0,3099,1700,142
75885,759254747,14.4724683,3969,1908,0,3096,1711,142
75886,759264747,14.4730012,3971,1904,0,3098,1705,142
75887,759274747,14.4793065,3959,1902,0,3098,1708,142
75888,759284746,14.4800592,3965,1902,0,3097,1703,142
75889,759294746,14.4952512,3967,1904,0,3096,1706,142
75890,759304746,14.4963532,3972,1903,0,3097,1704,142
75891,759314746,14.510324,3966,1904,0,3095,1704,142
75892,759324747,14.5255684,3958,1904,0,3092,1704,142
75893,759334747,14.5262066,3981,1910,0,3094,1709,142
75894,759344747,14.5413457,3957,1904,0,3094,1705,142
75895,759354746,14.6544064,3962,1909,0,3093,1704,142
75896,759364747,14.6554981,3963,1907,0,3098,1707,142
75898,759384746,14.6563274,3961,1904,0,3093,1704,142
75899,759394747,14.6569849,3958,1904,0,3090,1705,142
75900,759404747,14.6576682,3954,1905,0,3093,1704,142
75901,759414746,14.6583003,3955,1906,0,3092,1703,142
75902,759424746,14.6588752,3965,1904,0,3096,1702,142
75903,759434746,14.6594671,3971,1903,0,3090,1708,142
75904,759444746,14.6599511,3963,1908,0,3090,1705,142
75907,759474747,14.6806989,3947,1904,0,3090,1701,142
75908,759484746,14.6819283,3952,1904,0,3093,1709,142
75909,759494746,14.6963887,3966,1907,0,3090,1703,142
75910,759504746,14.6968904,3956,1903,0,3090,1705,142
75911,759514747,14.7119648,3956,1902,0,3090,1705,142
75912,759524747,14.7283105,3958,1903,0,3090,1705,142
75913,759534746,14.7289621,3950,1903,0,3090,1704,142
75914,759544747,14.7442758,3953,1904,0,3092,1708,142
75915,759554746,14.7593657,3951,1903,0,3090,1705,142
75916,759564747,14.7599759,3959,1914,0,3091,1704,142
75917,759574747,14.8614033,3959,1903,0,3092,1706,142
75918,759584746,14.8621752,3954,1904,0,3090,1705,142
75919,759594747,14.863014,3952,1901,0,3091,1705,142
75920,759604746,14.8637956,3959,1904,0,3093,1706,142
75921,759614747,14.864418,3957,1904,0,3090,1700,142
75923,759634746,14.8648751,3955,1905,0,3096,1707,142
75925,759654746,14.8652509,3946,1903,0,3090,1705,142
75926,759664746,14.8698842,3955,1910,0,3090,1700,142
75928,759684746,14.8850721,3967,1901,0,3096,1705,142
75929,759694747,14.8859816,3952,1904,0,3095,1704,142
75930,759704747,14.9036557,3958,1903,0,3092,1704,142
75931,759714746,14.9170629,3964,1904,0,3090,1704,142
75933,759734747,14.9316089,3955,1904,0,3092,1706,142
75934,759744747,14.9470236,3958,1907,0,3091,1704,142
75935,759754747,14.9477817,3951,1903,0,3092,1705,142
75936,759764746,14.9625871,3959,1906,0,3090,1700,142
75937,759774747,14.9784291,3952,1903,0,3090,1708,142
75939,759794748,15.1094491,3963,1906,0,3092,1704,142
75940,759804746,15.1104242,3962,1907,0,3093,1704,142
75941,759814747,15.1113107,3955,1904,0,3096,1707,142
75942,759824746,15.1119296,3962,1904,0,3096,1704,142
75943,759834746,15.112518,3965,1906,0,3096,1708,142
75944,759844746,15.1131571,3965,1904,0,3094,1705,142
75945,759854746,15.1137556,3958,1904,0,3098,1704,142
75946,759864746,15.1143047,3964,1904,0,3092,1708,142
75947,759874746,15.1149202,3960,1904,0,3097,1707,142
75949,759894746,15.1154286,3964,1902,0,3090,1705,142
75950,759904747,15.1158671,3962,1903,0,3091,1705,142
75951,759914746,15.1194421,3970,1906,0,3093,1703,142
75954,759944747,15.1488677,3968,1904,0,3089,1704,142
75955,759954746,15.1498443,3952,1904,0,3096,1705,142
75956,759964747,15.1655059,3949,1901,0,3094,1705,142
75957,759974747,15.1666919,3957,1904,0,3090,1706,142
75958,759984747,15.1808954,3952,1904,0,3097,1705,142
75959,759994746,15.3085285,3966,1904,0,3092,1704,142
75960,760004746,15.3094311,3954,1899,0,3095,1705,142
75961,760014747,15.3104042,3950,1899,0,3094,1705,142
75963,760034746,15.3110654,3953,1904,0,3087,1704,142
75964,760044746,15.3115757,3952,1902,0,3090,1705,142
75965,760054746,15.3121896,3954,1909,0,3090,1704,142
75966,760064746,15.3128346,3953,1894,0,3090,1705,142
75967,760074747,15.313571,3941,1903,0,3090,1706,142
75968,760084747,15.31439,3968,1905,0,3095,1703,142
75969,760094746,15.3149455,3970,1904,0,3098,1708,142
75970,760104747,15.3153817,3971,1906,0,3103,1705,142
75971,760114746,15.3227975,3984,1899,0,3103,1708,142
75972,760124746,15.3366578,3979,1906,0,3104,1706,142
75973,760134746,15.33805,3981,1906,0,3104,1706,142
75974,760144747,15.3387679,3978,1904,0,3103,1706,142
75975,760154746,15.3528133,3972,1909,0,3093,1703,142
75976,760164746,15.3711086,3979,1905,0,3103,1706,142
75977,760174746,15.3718731,3984,1904,0,3103,1705,142
75978,760184746,15.3845807,3979,1904,0,3103,1705,142
75979,760194746,15.3988991,3981,1904,0,3100,1706,142
75980,760204747,15.3995806,3973,1910,0,3096,1706,142
75981,760214746,15.5223958,3969,1902,0,3096,1705,142
75982,760224745,15.523492,3971,1906,0,3101,1709,142
75983,760234746,15.5243713,3972,1904,0,3100,1704,142
75984,760244746,15.5252882,3962,1903,0,3100,1701,142
75985,760254746,15.526027,3962,1904,0,3096,1705,142
75986,760264747,15.5267701,3963,1905,0,3094,1706,142
75987,760274747,15.5274563,3953,1899,0,3092,1698,142
75988,760284747,15.5282234,3952,1905,0,3096,1699,142
75989,760294747,15.5289895,3952,1903,0,3090,1705,142
75990,760304746,15.5295509,3947,1904,0,3092,1709,142
75991,760314746,15.5302167,3952,1904,0,3092,1698,142
75992,760324747,15.5308593,3940,1906,0,3086,1708,142
75993,760334746,15.5385222,3952,1902,0,3086,1704,142
75994,760344747,15.5392981,3943,1903,0,3088,1706,142
75995,760354747,15.5544283,3943,1903,0,3084,1704,142
75996,760364747,15.5705581,3943,1904,0,3090,1705,142
75997,760374747,15.5722789,3935,1903,0,3084,1705,142
75998,760384746,15.5860139,3938,1904,0,3082,1701,142
75999,760394746,15.6004147,3925,1901,0,3081,1701,142
76000,760404748,15.6014197,3927,1901,0,3076,1704,142
76001,760414751,15.7240595,3919,1899,0,3075,1699,142
76002,760424747,15.7253615,3911,1900,0,3073,1699,142
76003,760434746,15.7261229,3904,1899,0,3071,1700,142
76004,760444746,15.7266329,3901,1903,0,3062,1705,142
76005,760454747,15.7272754,3871,1898,0,3057,1703,142
76006,760464746,15.7277469,3840,1894,0,3034,1691,142
76007,760474746,15.7283362,3803,1886,0,3025,1696,142
76008,760484747,15.7288906,3648,1879,0,2958,1685,142
76009,760494746,15.7293339,3786,1888,0,3017,1693,142
76010,760504747,15.7297461,3771,1878,0,3005,1687,142
76011,760514746,15.7303973,3715,1887,0,2933,1690,142
76012,760524747,15.7311528,3767,1870,0,3010,1681,142
76013,760534747,15.7317721,3813,1896,0,3029,1690,142
76014,760544746,15.7439324,3824,1895,0,3031,1690,142
76015,760554747,15.7576574,3825,1887,0,3036,1699,142
76016,760564746,15.7584253,3835,1893,0,3040,1698,142
76017,760574746,15.7762083,3830,1886,0,3033,1696,142
76018,760584747,15.7902871,3824,1893,0,3034,1698,142
76019,760594746,15.7916722,3826,1887,0,3032,1693,142
76020,760604746,15.9432809,3825,1889,0,3034,1695,142
76021,760614747,15.9443165,3825,1888,0,3028,1697,142
76022,760624747,15.9451816,3818,1893,0,3035,1695,142
76023,760634747,15.9459306,3807,1890,0,3031,1696,142
76024,760644746,15.9465554,3801,1890,0,3025,1687,142
76025,760654746,15.94701,3792,1893,0,3020,1690,142
76027,760674747,15.9475039,3759,1883,0,3005,1692,142
76028,760684747,15.9479233,3830,1898,0,3034,1695,142
76029,760694746,15.9483429,3840,1890,0,3041,1697,142
76030,760704746,15.9487181,3853,1889,0,3048,1689,142
76031,760714746,15.9490922,3856,1899,0,3048,1701,142
76032,760724747,15.949459,3846,1891,0,3047,1697,142
76033,760734746,15.9498497,3837,1888,0,3041,1693,142
76034,760744747,15.9504789,3862,1893,0,3052,1703,142
76035,760754747,15.9615566,3877,1900,0,3058,1703,142
76037,760774746,15.9769929,3887,1895,0,3058,1700,142
76038,760784747,15.9775979,3901,1890,0,3067,1703,142
