seq,t_us,wall_s,raw_x,raw_y,raw_z,mv_x,mv_y,mv_z
7348,73884745,2.114963,1989,1683,0,1780,1522,142
7349,73894745,2.1162446,1995,1687,0,1776,1525,142
7350,73904745,2.1177637,1991,1683,0,1777,1526,142
7351,73914745,2.1191677,1994,1686,0,1780,1526,142
7352,73924745,2.1202195,2000,1682,0,1777,1525,142
7353,73934745,2.1210899,1989,1683,0,1773,1526,142
7354,73944745,2.1226899,1993,1686,0,1779,1530,142
7355,73954745,2.1241473,1994,1691,0,1775,1524,142
7356,73964745,2.1253034,1987,1685,0,1777,1524,142
7357,73974745,2.1263499,1987,1685,0,1782,1527,142
7358,73984745,2.1278738,1994,1689,0,1782,1524,142
7359,73994745,2.1291791,1997,1687,0,1777,1525,142
7360,74004745,2.1299977,1994,1690,0,1776,1527,142
7361,74014745,2.1308143,1991,1690,0,1780,1528,142
7362,74024745,2.1316997,1994,1691,0,1770,1525,142
7363,74034745,2.1325339,1991,1686,0,1779,1524,142
7364,74044745,2.1333829,1991,1686,0,1778,1526,142
7365,74054745,2.1341429,1991,1686,0,1776,1529,142
7366,74064745,2.1348686,1991,1683,0,1776,1525,142
7367,74074745,2.1355903,1995,1682,0,1779,1525,142
7368,74084745,2.1362107,1988,1687,0,1779,1530,142
7369,74094745,2.1369423,1986,1687,0,1776,1526,142
7370,74104745,2.1383537,1991,1684,0,1774,1522,142
7371,74114745,2.1396787,1989,1687,0,1775,1523,142
7372,74124745,2.1406965,1995,1686,0,1778,1525,142
7373,74134745,2.1416436,1990,1682,0,1778,1523,142
7374,74144745,2.1423881,1990,1683,0,1778,1529,142
7375,74154745,2.1430989,1995,1686,0,1773,1529,142
7376,74164745,2.143983,1993,1685,0,1776,1527,142
7377,74174745,2.144895,1990,1683,0,1776,1527,142
7378,74184745,2.1462928,1988,1690,0,1777,1530,142
7379,74194745,2.147244,1995,1687,0,1775,1529,142
7380,74204745,2.1481768,1991,1682,0,1782,1524,142
7381,74214745,2.1490963,1991,1686,0,1780,1527,142
7382,74224745,2.1499439,1989,1686,0,1773,1530,142
7383,74234745,2.150719,1991,1689,0,1778,1521,142
7384,74244745,2.1515172,1984,1691,0,1773,1527,142
7385,74254745,2.1523441,1991,1697,0,1775,1526,142
7386,74264745,2.1531485,1995,1691,0,1776,1529,142
7387,74274745,2.154287,1989,1691,0,1776,1530,142
7388,74284745,2.1553024,1995,1687,0,1776,1530,142
7389,74294745,2.1562495,1994,1692,0,1775,1527,142
7390,74304745,2.1574723,1989,1684,0,1777,1522,142
7391,74314745,2.1587452,1997,1690,0,1780,1524,142
7392,74324745,2.1597731,1997,1687,0,1784,1530,142
7393,74334745,2.1608368,1995,1682,0,1778,1524,142
7394,74344745,2.1620147,1993,1690,0,1779,1525,142
7395,74354745,2.1631148,1996,1689,0,1779,1530,142
7396,74364746,2.1642112,1991,1687,0,1782,1525,142
7397,74374745,2.1651803,1986,1692,0,1775,1524,142
7398,74384745,2.1662526,1997,1694,0,1776,1527,142
7399,74394745,2.167427,1987,1689,0,1777,1523,142
7400,74404745,2.168421,1990,1685,0,1774,1523,142
7401,74414745,2.1695218,1986,1685,0,1775,1531,142
7402,74424745,2.1706849,1991,1686,0,1778,1530,142
7403,74434745,2.171521,1994,1684,0,1777,1539,142
7404,74444745,2.1727989,1994,1639,0,1777,1530,142
7405,74454745,2.1734743,1994,1684,0,1777,1528,142
7406,74464745,2.1741575,1997,1680,0,1773,1529,142
7407,74474745,2.1748076,1993,1681,0,1773,1529,142
7408,74484745,2.1755178,1990,1689,0,1780,1530,142
7409,74494745,2.1762552,1989,1692,0,1780,1530,142
7410,74504745,2.1778689,1989,1683,0,1779,1524,142
7411,74514745,2.1784684,1991,1685,0,1779,1530,142
7412,74524745,2.1789911,1993,1683,0,1775,1527,142
7413,74534745,2.1795103,1986,1681,0,1777,1525,142
7414,74544745,2.1799791,1993,1681,0,1776,1527,142
7415,74554745,2.1804778,1995,1685,0,1774,1525,142
7416,74564745,2.1810368,1991,1681,0,1776,1529,142
7417,74574745,2.1816537,1994,1685,0,1775,1527,142
7418,74584745,2.1823988,1993,1691,0,1775,1527,142
7419,74594745,2.1829077,1991,1687,0,1775,1530,142
7420,74604745,2.1837307,2000,1685,0,1784,1524,142
7421,74614745,2.1846883,1990,1687,0,1776,1531,142
7422,74624745,2.1856238,1995,1680,0,1777,1525,142
7423,74634745,2.1863846,1997,1680,0,1777,1530,142
7424,74644745,2.1870586,1998,1687,0,1775,1527,142
7425,74654745,2.187634,1990,1689,0,1779,1526,142
7426,74664745,2.1890725,1990,1691,0,1776,1531,142
7427,74674745,2.1900567,1995,1686,0,1774,1525,142
7428,74684745,2.1907324,1987,1685,0,1780,1527,142
7429,74694745,2.1914621,1991,1686,0,1782,1533,142
7430,74704745,2.1921634,1991,1693,0,1776,1523,142
7431,74714745,2.1930344,1990,1687,0,1779,1524,142
7432,74724745,2.1937832,1991,1688,0,1776,1525,142
7433,74734745,2.1942718,1991,1681,0,1779,1534,142
7434,74744746,2.1947116,1984,1684,0,1778,1521,142
7435,74754745,2.1952491,1989,1689,0,1778,1526,142
7436,74764745,2.1957238,1991,1684,0,1778,1519,142
7437,74774745,2.1961698,1988,1687,0,1777,1525,142
7438,74784745,2.1966569,1991,1686,0,1780,1525,142
7439,74794745,2.1972901,1993,1683,0,1778,1532,142
7440,74804745,2.1979717,1989,1680,0,1773,1529,142
7441,74814745,2.1986147,1989,1684,0,1779,1527,142
7442,74824745,2.1992565,1995,1683,0,1776,1531,142
7443,74834745,2.199883,1991,1690,0,1774,1526,142
7444,74844745,2.2008859,1991,1686,0,1775,1526,142
7445,74854745,2.2018555,1991,1690,0,1780,1526,142
7446,74864745,2.2026204,1998,1689,0,1781,1526,142
7447,74874746,2.2032827,1997,1682,0,1776,1525,142
7448,74884745,2.2039621,1989,1684,0,1780,1527,142
7449,74894745,2.204692,1991,1690,0,1780,1526,142
7450,74904745,2.2053375,1991,1687,0,1773,1529,142
7451,74914745,2.2059234,1993,1686,0,1778,1524,142
7452,74924745,2.2064299,1997,1687,0,1779,1530,142
7453,74934745,2.2102476,1997,1697,0,1780,1524,142
7454,74944745,2.2111326,1988,1685,0,1776,1524,142
7455,74954745,2.2116478,1990,1689,0,1779,1529,142
7456,74964745,2.2121034,1992,1683,0,1778,1528,142
7457,74974745,2.2125205,1990,1690,0,1777,1525,142
7458,74984745,2.2133193,1987,1690,0,1779,1529,142
7459,74994745,2.2142873,1990,1682,0,1776,1525,142
7460,75004745,2.2150025,1991,1687,0,1778,1525,142
7461,75014745,2.2155218,1989,1687,0,1777,1525,142
7462,75024745,2.2162707,1988,1683,0,1779,1527,142
7463,75034745,2.2168371,1990,1687,0,1776,1526,142
7464,75044745,2.2175183,1995,1689,0,1775,1525,142
7465,75054745,2.2183238,1991,1687,0,1778,1530,142
7466,75064745,2.2190614,1992,1685,0,1777,1530,142
7467,75074745,2.2196972,1995,1689,0,1782,1526,142
7468,75084745,2.2203059,1992,1695,0,1771,1532,142
7469,75094745,2.2207987,1996,1685,0,1775,1525,142
7470,75104745,2.2212948,1993,1683,0,1779,1527,142
7471,75114745,2.2225647,1995,1692,0,1778,1525,142
7472,75124745,2.2810907,1997,1684,0,1780,1526,142
7473,75134745,2.2817482,1989,1690,0,1778,1530,142
7474,75144745,2.2822534,1991,1686,0,1779,1527,142
7475,75154745,2.2827267,1997,1689,0,1776,1530,142
7476,75164745,2.2836807,1986,1683,0,1773,1527,142
7477,75174745,2.2844681,1989,1682,0,1778,1530,142
7478,75184745,2.2851958,1991,1691,0,1778,1526,142
7479,75194745,2.5882887,1986,1685,0,1779,1530,142
7480,75204745,2.5901992,1993,1690,0,1772,1533,142
7481,75214745,2.592053,1993,1693,0,1776,1527,142
7482,75224745,2.5938544,1990,1686,0,1773,1530,142
7483,75234745,2.5955754,1986,1690,0,1775,1523,142
7484,75244745,2.5973695,1988,1683,0,1779,1530,142
7485,75254745,2.598462,1998,1685,0,1780,1530,142
7486,75264745,2.5992273,1991,1687,0,1775,1526,142
7487,75274745,2.5998792,1992,1680,0,1777,1525,142
7488,75284745,2.6005263,1989,1687,0,1773,1525,142
7489,75294745,2.601231,1998,1683,0,1782,1527,142
7490,75304745,2.6018952,1987,1687,0,1773,1525,142
7491,75314745,2.6025525,1997,1694,0,1779,1522,142
7492,75324745,2.6034684,1997,1686,0,1779,1525,142
7493,75334745,2.604771,1991,1686,0,1775,1530,142
7494,75344745,2.6061405,1993,1693,0,1773,1521,142
7495,75354745,2.6075951,1995,1685,0,1779,1526,142
7496,75364745,2.6089452,1986,1689,0,1774,1527,142
7497,75374745,2.6104735,1990,1685,0,1771,1529,142
7498,75384745,2.6120345,1994,1693,0,1782,1525,142
7499,75394745,2.6134445,1991,1691,0,1776,1527,142
7500,75404748,2.6149009,1994,1687,0,1779,1530,142
7501,75414749,2.6163791,1993,1686,0,1779,1532,142
7502,75424745,2.617535,1991,1685,0,1777,1527,142
7503,75434745,2.6187835,1988,1691,0,1774,1527,142
7504,75444745,2.6199522,1994,1690,0,1776,1530,142
7505,75454745,2.6211452,1993,1687,0,1776,1525,142
7506,75464745,2.622329,1991,1693,0,1783,1523,142
7507,75474745,2.6233992,1994,1685,0,1780,1527,142
7508,75484745,2.6241038,1990,1683,0,1777,1526,142
7509,75494745,2.6260714,1987,1681,0,1776,1529,142
7510,75504745,2.6272867,1991,1682,0,1777,1524,142
7511,75514745,2.6281745,1994,1686,0,1775,1530,142
7512,75524745,2.6292232,1994,1687,0,1773,1527,142
7513,75534745,2.7049354,1995,1691,0,1780,1530,142
7514,75544745,2.7063669,1994,1680,0,1780,1526,142
7515,75554745,2.707352,1988,1680,0,1777,1530,142
7516,75564745,2.7088949,1993,1682,0,1782,1527,142
7517,75574745,2.7097434,1994,1685,0,1775,1524,142
7518,75584745,2.7108723,1989,1680,0,1777,1525,142
7519,75594745,2.7117475,1993,1685,0,1782,1525,142
7520,75604745,2.7126307,1996,1689,0,1780,1524,142
7521,75614745,2.8571737,1994,1690,0,1774,1526,142
7522,75624745,2.8583206,1993,1683,0,1779,1531,142
7523,75634745,2.8594563,1989,1690,0,1782,1524,142
7524,75644745,2.8603618,1994,1700,0,1774,1530,142
7525,75654745,2.8612995,1992,1690,0,1774,1523,142
7526,75664745,2.8623583,1991,1687,0,1777,1530,142
7527,75674745,2.8635318,1990,1687,0,1776,1525,142
7528,75684745,2.8644789,1989,1683,0,1773,1528,142
7529,75694745,2.8657511,1991,1690,0,1775,1527,142
7530,75704745,2.8671487,1991,1690,0,1779,1526,142
7531,75714745,2.8682951,1989,1686,0,1777,1525,142
7532,75724745,2.8696189,1993,1683,0,1777,1527,142
7533,75734745,2.870755,1990,1693,0,1777,1525,142
7534,75744745,2.8725129,1994,1690,0,1773,1527,142
7535,75754747,2.8737303,1991,1682,0,1776,1526,142
7536,75764745,3.0525967,1996,1681,0,1783,1526,142
7537,75774745,3.054154,1997,1682,0,1777,1522,142
7538,75784745,3.0552501,1987,1690,0,1780,1530,142
7539,75794745,3.0563386,1989,1683,0,1777,1526,142
7540,75804745,3.0571966,1989,1685,0,1777,1529,142
7541,75814745,3.0587395,1991,1687,0,1775,1529,142
7542,75824745,3.0594095,1989,1682,0,1778,1523,142
7543,75834745,3.0603552,1987,1683,0,1780,1534,142
7544,75844745,3.0613903,1994,1689,0,1778,1527,142
7545,75854745,3.0620777,1993,1691,0,1779,1530,142
7546,75864745,3.0625652,1993,1693,0,1779,1524,142
7547,75874745,3.063091,1991,1686,0,1777,1526,142
7548,75884745,3.0637636,1990,1686,0,1779,1527,142
7549,75894745,3.0643608,1989,1687,0,1776,1533,142
7550,75904745,3.0650585,1990,1687,0,1778,1530,142
7551,75914745,3.0656114,1991,1687,0,1779,1527,142
7552,75924745,3.0660547,1991,1687,0,1779,1529,142
7553,75934745,3.0664945,1990,1681,0,1780,1530,142
7554,75944745,3.0669668,1985,1689,0,1775,1529,142
7555,75954745,3.0683109,1993,1691,0,1777,1529,142
7556,75964745,3.0810858,1991,1687,0,1775,1530,142
7557,75974745,3.0819067,1993,1687,0,1778,1525,142
7558,75984745,3.096304,1992,1652,0,1775,1530,142
7559,75994745,3.0975459,1985,1685,0,1775,1524,142
7560,76004745,3.2849819,1989,1680,0,1782,1525,142
7561,76014745,3.2858365,1994,1687,0,1772,1526,142
7562,76024745,3.2866104,1990,1686,0,1779,1530,142
7563,76034745,3.2874252,1986,1683,0,1779,1522,142
7564,76044745,3.2884456,1987,1686,0,1776,1527,142
7565,76054745,3.2893438,1989,1680,0,1778,1530,142
7566,76064745,3.29048,1989,1685,0,1776,1521,142
7567,76074745,3.2917411,1997,1690,0,1777,1530,142
7568,76084745,3.2932038,1987,1687,0,1772,1530,142
7569,76094745,3.2939598,1994,1687,0,1781,1525,142
7570,76104745,3.2949148,1987,1687,0,1773,1525,142
7571,76114745,3.2958983,1989,1679,0,1777,1530,142
7572,76124745,3.2970409,1994,1693,0,1774,1530,142
7573,76134745,3.2979238,1994,1687,0,1777,1525,142
7574,76144745,3.2989907,1990,1687,0,1773,1532,142
7575,76154745,3.2999641,1988,1690,0,1778,1532,142
7576,76164745,3.3007735,1987,1683,0,1773,1526,142
7577,76174745,3.301721,1991,1685,0,1775,1523,142
7578,76184745,3.3032126,1995,1690,0,1771,1529,142
7579,76194745,3.3043506,1990,1691,0,1773,1530,142
7580,76204745,3.3133814,1994,1686,0,1776,1524,142
7581,76214745,3.3148139,1988,1685,0,1778,1530,142
7582,76224747,3.4394942,1987,1689,0,1774,1530,142
7583,76234745,3.440332,1993,1683,0,1777,1530,142
7584,76244745,3.4410347,1988,1686,0,1775,1523,142
7585,76254745,3.4418296,1993,1685,0,1777,1527,142
7586,76264745,3.4426678,1991,1685,0,1777,1527,142
7587,76274745,3.4434719,1995,1678,0,1773,1527,142
7588,76284745,3.4444279,1990,1694,0,1777,1524,142
7589,76294745,3.4452156,1997,1685,0,1777,1527,142
7590,76304745,3.4461274,1987,1681,0,1777,1530,142
7591,76314745,3.4470157,1997,1690,0,1778,1524,142
7592,76324745,3.4480309,1995,1688,0,1776,1525,142
7593,76334745,3.4488803,1995,1683,0,1779,1526,142
7594,76344745,3.4633228,1988,1690,0,1778,1526,142
7595,76354745,3.4644125,1991,1690,0,1773,1529,142
7596,76364745,3.4709264,1990,1687,0,1775,1527,142
7597,76374745,4.0213473,1991,1691,0,1779,1525,142
7598,76384745,4.0221737,1990,1690,0,1775,1527,142
7599,76394745,4.0228976,1988,1690,0,1773,1522,142
7600,76404745,4.0237037,1987,1687,0,1780,1526,142
7601,76414745,4.0245322,1986,1683,0,1777,1530,142
7602,76424745,4.0253824,1991,1692,0,1773,1530,142
7603,76434745,4.0260531,1995,1682,0,1777,1526,142
7604,76444745,4.0271172,1991,1683,0,1780,1530,142
7605,76454745,4.0279767,1992,1689,0,1776,1531,142
7606,76464745,4.0288902,1995,1685,0,1778,1527,142
7607,76474745,4.0298451,1994,1689,0,1777,1525,142
7608,76484745,4.0306768,1990,1686,0,1780,1523,142
7609,76494745,4.0316466,1991,1686,0,1777,1521,142
7610,76504745,4.0325432,1990,1690,0,1782,1522,142
7611,76514745,4.0332687,1989,1680,0,1773,1525,142
7612,76524745,4.0340746,1989,1685,0,1776,1527,142
7613,76534745,4.0350052,1988,1681,0,1777,1523,142
7614,76544745,4.036365,1991,1690,0,1777,1523,142
7615,76554745,4.0373661,1989,1685,0,1773,1526,142
7616,76564745,4.0393534,1986,1687,0,1776,1529,142
7617,76574745,4.0402067,1989,1683,0,1778,1529,142
7618,76584745,4.0409573,1995,1691,0,1782,1524,142
7619,76594745,4.0415768,1991,1691,0,1777,1530,142
7620,76604745,4.0428445,1995,1687,0,1773,1524,142
7621,76614745,4.0446504,1993,1682,0,1773,1526,142
7622,76624745,4.0456563,1986,1680,0,1775,1525,142
7623,76634745,4.0467317,1989,1693,0,1776,1527,142
7624,76644745,4.0475696,1994,1680,0,1777,1527,142
7625,76654745,4.0483227,1989,1685,0,1782,1522,142
7626,76664745,4.0493588,1986,1683,0,1778,1525,142
7627,76674745,4.0509576,1989,1683,0,1775,1530,142
7628,76684745,4.0524888,1991,1683,0,1776,1525,142
