seq,t_us,wall_s,raw_x,raw_y,raw_z,mv_x,mv_y,mv_z
0,340059,0.0863978,1871,1757,1487,1693,1576,1364
1,349296,0.0886203,1885,1749,1487,1691,1576,1364
2,359295,0.090649,1892,1748,1488,1698,1575,1355
3,369296,0.0926641,1892,1744,1488,1699,1579,1364
4,379295,0.0962481,1895,1758,1488,1696,1586,1364
5,389296,0.0997158,1891,1751,1488,1695,1579,1364
6,399295,0.1006621,1888,1744,1488,1695,1576,1364
7,409296,0.1012711,1892,1747,1484,1692,1580,1364
8,419295,0.1018571,1890,1757,1481,1695,1591,1383
9,429295,0.102386,1892,1746,1489,1700,1588,1368
10,439295,0.1029797,1890,1746,1485,1697,1579,1366
11,449295,0.1036278,1891,1753,1498,1696,1580,1380
12,459295,0.1046332,1885,1751,1488,1693,1579,1368
13,469295,0.105409,1887,1743,1488,1694,1575,1358
14,479295,0.1060449,1891,1755,1488,1690,1576,1364
15,489295,0.1067393,1887,1748,1488,1703,1579,1360
16,499295,0.1074479,1889,1751,1481,1692,1578,1366
17,509296,0.1082574,1889,1751,1497,1692,1572,1355
18,519295,0.1092323,1890,1751,1488,1706,1581,1364
19,529295,0.1105895,1893,1748,1488,1694,1575,1367
20,539296,0.1123715,1890,1757,1489,1700,1579,1350
21,549295,0.1133034,1899,1742,1489,1688,1576,1364
22,559295,0.1141109,1894,1754,1491,1688,1578,1363
23,569295,0.1149229,1897,1745,1490,1696,1574,1364
24,579295,0.1156986,1895,1755,1488,1690,1574,1365
25,589295,0.1168342,1895,1755,1485,1697,1573,1363
26,599296,0.1178354,1892,1749,1491,1694,1578,1358
27,609296,0.1186538,1888,1755,1487,1694,1583,1364
28,619295,0.1194507,1891,1754,1488,1691,1576,1360
29,629295,0.1201719,1898,1755,1491,1696,1580,1369
30,639295,0.12086,1891,1753,1487,1698,1574,1361
31,649295,0.1215021,1894,1745,1488,1710,1583,1364
32,659295,0.1222255,1892,1749,1486,1695,1580,1366
33,669295,0.1228817,1888,1751,1495,1698,1580,1364
34,679296,0.1235212,1887,1758,1488,1696,1575,1364
35,689295,0.124225,1889,1757,1489,1697,1582,1360
36,699295,0.124942,1888,1757,1489,1692,1575,1363
37,709295,0.1258649,1895,1747,1488,1696,1580,1364
38,719295,0.1274122,1883,1754,1489,1702,1576,1364
39,729295,0.128419,1894,1751,1486,1696,1579,1362
40,739295,0.1292827,1893,1751,1490,1704,1586,1364
41,749295,0.1300912,1885,1744,1486,1679,1580,1360
42,759295,0.1309323,1888,1747,1487,1693,1574,1365
43,769295,0.1314538,1891,1753,1492,1699,1576,1364
44,779295,0.1319399,1890,1750,1490,1696,1575,1364
45,789295,0.1324019,1893,1749,1488,1695,1575,1360
46,799295,0.1328549,1883,1747,1489,1691,1583,1348
47,809296,0.1333186,1895,1744,1483,1692,1576,1364
