pose,runs_found,freq_mean_hz,freq_std_hz,seq_jumps_total,mv_x_pose_mean,mv_y_pose_mean,mv_z_pose_mean,mv_x_mean_range,mv_y_mean_range,mv_z_mean_range
pos_z,5,100.007284163307,3.10472197993566e-05,0,1792.69230997037,1782.7354727978,1863.06750301775,2.34174257522159,4.25897813015968,5.24693985004637
neg_z,5,100.007296778702,2.08863278996875e-05,0,1798.24156582833,1567.92296158424,1457.64315698596,39.7434672052295,17.1519192275991,29.2429851193979
