perm_index,family_mapping_label,family_best_hypothesis_id,family_best_sign_label,family_best_base_score,family_second_best_base_score,family_base_score_gap,family_mean_base_score,family_std_base_score,family_tie_count_eps,family_rank_metric,family_gap_bonus,family_tie_penalty,family_best_score,family_second_best_score
5,"phys_x<=mv_x,phys_y<=mv_z,phys_z<=mv_y",39,"[-1,+1,+1]",50.1692742098956,48.5026075432289,1.66666666666666,47.6692742098956,1.54303349962092,1,1,0.333333333333333,0,57.1692742098956,55.5026075432289
6,"phys_x<=mv_x,phys_y<=mv_y,phys_z<=mv_z",47,"[-1,+1,+1]",50.0692066370556,48.4025399703889,1.66666666666666,47.5692066370556,1.54303349962092,1,0.8,0.333333333333333,0,55.8692066370556,54.2025399703889
3,"phys_x<=mv_y,phys_y<=mv_z,phys_z<=mv_x",23,"[-1,+1,+1]",39.6108723953549,37.9442057286882,1.66666666666667,37.1108723953549,1.54303349962092,1,0.6,0.333333333333334,0,44.2108723953549,42.5442057286882
1,"phys_x<=mv_z,phys_y<=mv_y,phys_z<=mv_x",7,"[-1,+1,+1]",39.590486779579,37.9238201129124,1.66666666666666,37.090486779579,1.54303349962092,1,0.4,0.333333333333333,0,42.990486779579,41.3238201129124
4,"phys_x<=mv_y,phys_y<=mv_x,phys_z<=mv_z",31,"[-1,+1,+1]",33.0959894653393,31.4293227986727,1.66666666666667,30.5959894653393,1.54303349962092,1,0.2,0.333333333333334,0,35.2959894653393,33.6293227986727
2,"phys_x<=mv_z,phys_y<=mv_x,phys_z<=mv_y",15,"[-1,+1,+1]",33.0935076837678,31.4268410171011,1.66666666666667,30.5935076837678,1.54303349962092,1,0,0.333333333333334,0,34.0935076837678,32.4268410171011
