pose,runs_found,freq_mean_hz,freq_std_hz,seq_jumps_total,mv_x_pose_mean,mv_y_pose_mean,mv_z_pose_mean,mv_x_mean_range,mv_y_mean_range,mv_z_mean_range
pos_z,5,100.007500179762,2.57577151902314e-05,0,2911.93560223182,1792.06053711365,1873.37631199049,249.90698663741,2.09745815899578,9.99779211789587
neg_z,5,100.007432099255,0.000117367313663204,0,2505.03906847978,1580.3150749882,1483.24717737713,1234.65257186167,10.4788470105843,12.2888765855776
