sensor_id,runs_found,freq_mean_hz,freq_std_hz,seq_jumps_total,raw_z_mean_range,mv_z_mean_range,raw_z_std_mean,mv_z_std_mean,sensor_label
sensor_A,5,100.00729430158,7.97676461559002e-06,0,193.004294928225,158.754512199827,22.0178074630969,18.2558561893191,sensor_suspect
sensor_B,5,100.007295974165,5.92354204830074e-06,0,223.533500837521,185.666666666667,15.9911289778408,13.1897778591866,sensor_suspect
sensor_C,5,100.005830026761,0.00325908704253012,0,0.887756788401475,1.09957308024536,15.3673671445642,13.2649464013839,sensor_ok
