run_file,samples,duration_s,freq_hz,seq_jumps,raw_x_mean,raw_y_mean,raw_z_mean,mv_x_mean,mv_y_mean,mv_z_mean
sensor_C_neg_z_20260321_132804.csv,1197,11.959131,100.007266414257,0,2023.03842940685,1715.33333333333,1611.50793650794,1812.67251461988,1559.01754385965,1474.27234753551
sensor_C_neg_z_20260321_132949.csv,1193,11.91913,100.007299190461,0,2027.10645431685,1719.4744341995,1603.77116512992,1816.7870913663,1562.27074601844,1466.7795473596
sensor_C_neg_z_20260321_133129.csv,1190,11.88913,100.007317608606,0,2013.18907563025,1727.6025210084,1586.43361344538,1804.99915966387,1569.13613445378,1452.95210084034
sensor_C_neg_z_20260321_133305.csv,1195,11.93913,100.00728696312,0,1983.43263598326,1730.38577405858,1580.98828451883,1779.70543933054,1573.02092050209,1449.18242677824
sensor_C_neg_z_20260321_133454.csv,1192,11.909129,100.007313717065,0,1979.22734899329,1734.60151006711,1576.89513422819,1777.04362416107,1576.16946308725,1445.02936241611
