axis,raw_mean,raw_std,raw_min,raw_max,raw_span,sat_hi_pct,sat_lo_pct,sat_any_pct,stuck_rail
x,4093.17223650386,38.1612935409867,3115,4095,980,99.6143958868895,0,99.6143958868895,0
y,0.259640102827764,1.58400657605462,0,16,16,0,96.2724935732648,96.2724935732648,0
z,0.190231362467866,1.40134416000068,0,16,16,0,97.8149100257069,97.8149100257069,0
