pose,runs_found,seq_jumps_total,freq_mean_hz,mean_gx,mean_gy,mean_gz,mean_gnorm,mean_abs_gnorm_err,max_abs_gnorm_err,dominant_axis,dominant_sign,expected_axis_mean,cross_axis_abs_mean,axis_match,sign_match,exact_match
pos_x,3,0,100.011305457345,0.999999999999991,-0.607040212192297,-0.716921703619284,1.97669001228251,1.03945471342396,2.7988185835465,x,1,0.999999999999991,0.661980957905791,1,1,1
neg_x,3,0,100.01132235577,-0.999999999999991,-0.241335199604995,-0.356522339406734,1.44559216521096,1.06149327721101,2.26062816363296,x,-1,0.999999999999991,0.298928769505864,1,1,1
pos_y,3,0,100.010999945632,26.6001982878665,1,0.85432942619283,26.6329414536973,25.6329414536973,26.9946377904873,x,1,1,13.7272638570297,0,1,0
neg_y,3,0,100.010973022803,29.9108651538438,-0.999999999999999,-1.10138349790598,29.947921345621,28.947921345621,29.7290901247985,x,1,0.999999999999999,15.5061243258749,0,1,0
pos_z,3,0,100.011363601743,-6.91581360937244,1.150864149659,1,7.09420291657144,6.09420291657144,7.3409767582959,x,-1,1,4.03333887951572,0,1,0
neg_z,3,0,100.011306003921,0.0762608662492417,-0.901904060619843,-1,1.46972303726557,0.469723037265571,0.509298095322319,z,-1,1,0.704384522583553,1,1,1
