axis,raw_mean,raw_std,raw_min,raw_max,raw_span,sat_hi_pct,sat_lo_pct,sat_any_pct,stuck_rail
x,2056.00625782228,36.9412757701657,1991,2134,143,0,0,0,0
y,0.0387984981226533,0.463987898681696,0,9,9,0,99.1239048811014,99.1239048811014,0
z,0.0700876095118899,0.811937172609328,0,14,14,0,99.1239048811014,99.1239048811014,0
