hypothesis_id,perm_index,sign_index,phys_x_source,phys_y_source,phys_z_source,sign_x,sign_y,sign_z,mapping_label,sign_label,offset_x_mv,offset_y_mv,offset_z_mv,sens_x_mv_per_g,sens_y_mv_per_g,sens_z_mv_per_g,invalid_sensitivity_count,overall_mean_abs_gnorm_err,overall_max_abs_gnorm_err,total_seq_jumps,pose_axis_match_count,pose_sign_match_count,exact_pose_match_count,average_expected_axis_strength,average_cross_axis_abs,score_global
22,3,6,y,z,x,1,-1,1,"phys_x<=mv_y,phys_y<=mv_z,phys_z<=mv_x","[+1,-1,+1]",1326.88228021774,-1392.76713938585,3000.22482477069,-28.6671092450292,-155.576715833,113.266336845473,0,5.07418743120868,10.7473721271473,0,1,6,1,1,3.74416999742438,43.7456191798165
23,3,7,y,z,x,-1,1,1,"phys_x<=mv_y,phys_y<=mv_z,phys_z<=mv_x","[-1,+1,+1]",-1326.88228021774,1392.76713938585,3000.22482477069,28.6671092450292,155.576715833,113.266336845473,0,5.07418743120868,10.7473721271473,0,1,6,1,1,3.74416999742438,43.7456191798165
24,3,8,y,z,x,1,1,1,"phys_x<=mv_y,phys_y<=mv_z,phys_z<=mv_x","[+1,+1,+1]",1326.88228021774,1392.76713938585,3000.22482477069,-28.6671092450292,155.576715833,113.266336845473,0,5.07418743120868,10.7473721271473,0,1,6,1,1,3.74416999742438,43.7456191798165
1,1,1,z,y,x,-1,-1,-1,"phys_x<=mv_z,phys_y<=mv_y,phys_z<=mv_x","[-1,-1,-1]",-1326.77340920541,-1392.61550268994,-3000.22482477069,28.4475924109993,-155.562527613094,-113.266336845473,0,5.10247049333132,10.7840388316563,0,1,6,1,1,3.76096643732734,43.7179847451337
2,1,2,z,y,x,1,-1,-1,"phys_x<=mv_z,phys_y<=mv_y,phys_z<=mv_x","[+1,-1,-1]",1326.77340920541,-1392.61550268994,-3000.22482477069,-28.4475924109993,-155.562527613094,-113.266336845473,0,5.10247049333132,10.7840388316563,0,1,6,1,1,3.76096643732734,43.7179847451337
3,1,3,z,y,x,-1,1,-1,"phys_x<=mv_z,phys_y<=mv_y,phys_z<=mv_x","[-1,+1,-1]",-1326.77340920541,1392.61550268994,-3000.22482477069,28.4475924109993,155.562527613094,-113.266336845473,0,5.10247049333132,10.7840388316563,0,1,6,1,1,3.76096643732734,43.7179847451337
4,1,4,z,y,x,1,1,-1,"phys_x<=mv_z,phys_y<=mv_y,phys_z<=mv_x","[+1,+1,-1]",1326.77340920541,1392.61550268994,-3000.22482477069,-28.4475924109993,155.562527613094,-113.266336845473,0,5.10247049333132,10.7840388316563,0,1,6,1,1,3.76096643732734,43.7179847451337
5,1,5,z,y,x,-1,-1,1,"phys_x<=mv_z,phys_y<=mv_y,phys_z<=mv_x","[-1,-1,+1]",-1326.77340920541,-1392.61550268994,3000.22482477069,28.4475924109993,-155.562527613094,113.266336845473,0,5.10247049333132,10.7840388316563,0,1,6,1,1,3.76096643732734,43.7179847451337
6,1,6,z,y,x,1,-1,1,"phys_x<=mv_z,phys_y<=mv_y,phys_z<=mv_x","[+1,-1,+1]",1326.77340920541,-1392.61550268994,3000.22482477069,-28.4475924109993,-155.562527613094,113.266336845473,0,5.10247049333132,10.7840388316563,0,1,6,1,1,3.76096643732734,43.7179847451337
7,1,7,z,y,x,-1,1,1,"phys_x<=mv_z,phys_y<=mv_y,phys_z<=mv_x","[-1,+1,+1]",-1326.77340920541,1392.61550268994,3000.22482477069,28.4475924109993,155.562527613094,113.266336845473,0,5.10247049333132,10.7840388316563,0,1,6,1,1,3.76096643732734,43.7179847451337
8,1,8,z,y,x,1,1,1,"phys_x<=mv_z,phys_y<=mv_y,phys_z<=mv_x","[+1,+1,+1]",1326.77340920541,1392.61550268994,3000.22482477069,-28.4475924109993,155.562527613094,113.266336845473,0,5.10247049333132,10.7840388316563,0,1,6,1,1,3.76096643732734,43.7179847451337
25,4,1,y,x,z,-1,-1,-1,"phys_x<=mv_y,phys_y<=mv_x,phys_z<=mv_z","[-1,-1,-1]",-1326.88228021774,-1973.99258751729,-1412.13333589896,28.6671092450292,-53.6303081056042,-159.681468260784,0,13.2923652241593,22.6606470678131,0,0,6,0,1,8.11491115064238,36.1289968966241
26,4,2,y,x,z,1,-1,-1,"phys_x<=mv_y,phys_y<=mv_x,phys_z<=mv_z","[+1,-1,-1]",1326.88228021774,-1973.99258751729,-1412.13333589896,-28.6671092450292,-53.6303081056042,-159.681468260784,0,13.2923652241593,22.6606470678131,0,0,6,0,1,8.11491115064238,36.1289968966241
27,4,3,y,x,z,-1,1,-1,"phys_x<=mv_y,phys_y<=mv_x,phys_z<=mv_z","[-1,+1,-1]",-1326.88228021774,1973.99258751729,-1412.13333589896,28.6671092450292,53.6303081056042,-159.681468260784,0,13.2923652241593,22.6606470678131,0,0,6,0,1,8.11491115064238,36.1289968966241
28,4,4,y,x,z,1,1,-1,"phys_x<=mv_y,phys_y<=mv_x,phys_z<=mv_z","[+1,+1,-1]",1326.88228021774,1973.99258751729,-1412.13333589896,-28.6671092450292,53.6303081056042,-159.681468260784,0,13.2923652241593,22.6606470678131,0,0,6,0,1,8.11491115064238,36.1289968966241
29,4,5,y,x,z,-1,-1,1,"phys_x<=mv_y,phys_y<=mv_x,phys_z<=mv_z","[-1,-1,+1]",-1326.88228021774,-1973.99258751729,1412.13333589896,28.6671092450292,-53.6303081056042,159.681468260784,0,13.2923652241593,22.6606470678131,0,0,6,0,1,8.11491115064238,36.1289968966241
30,4,6,y,x,z,1,-1,1,"phys_x<=mv_y,phys_y<=mv_x,phys_z<=mv_z","[+1,-1,+1]",1326.88228021774,-1973.99258751729,1412.13333589896,-28.6671092450292,-53.6303081056042,159.681468260784,0,13.2923652241593,22.6606470678131,0,0,6,0,1,8.11491115064238,36.1289968966241
31,4,7,y,x,z,-1,1,1,"phys_x<=mv_y,phys_y<=mv_x,phys_z<=mv_z","[-1,+1,+1]",-1326.88228021774,1973.99258751729,1412.13333589896,28.6671092450292,53.6303081056042,159.681468260784,0,13.2923652241593,22.6606470678131,0,0,6,0,1,8.11491115064238,36.1289968966241
32,4,8,y,x,z,1,1,1,"phys_x<=mv_y,phys_y<=mv_x,phys_z<=mv_z","[+1,+1,+1]",1326.88228021774,1973.99258751729,1412.13333589896,-28.6671092450292,53.6303081056042,159.681468260784,0,13.2923652241593,22.6606470678131,0,0,6,0,1,8.11491115064238,36.1289968966241
9,2,1,z,x,y,-1,-1,-1,"phys_x<=mv_z,phys_y<=mv_x,phys_z<=mv_y","[-1,-1,-1]",-1326.77340920541,-1973.99258751729,-1412.26683054037,28.4475924109993,-53.6303081056042,-159.085237609478,0,13.312734595944,22.698930518643,0,0,6,0,1,8.13355686628299,36.1237842442544
10,2,2,z,x,y,1,-1,-1,"phys_x<=mv_z,phys_y<=mv_x,phys_z<=mv_y","[+1,-1,-1]",1326.77340920541,-1973.99258751729,-1412.26683054037,-28.4475924109993,-53.6303081056042,-159.085237609478,0,13.312734595944,22.698930518643,0,0,6,0,1,8.13355686628299,36.1237842442544
11,2,3,z,x,y,-1,1,-1,"phys_x<=mv_z,phys_y<=mv_x,phys_z<=mv_y","[-1,+1,-1]",-1326.77340920541,1973.99258751729,-1412.26683054037,28.4475924109993,53.6303081056042,-159.085237609478,0,13.312734595944,22.698930518643,0,0,6,0,1,8.13355686628299,36.1237842442544
12,2,4,z,x,y,1,1,-1,"phys_x<=mv_z,phys_y<=mv_x,phys_z<=mv_y","[+1,+1,-1]",1326.77340920541,1973.99258751729,-1412.26683054037,-28.4475924109993,53.6303081056042,-159.085237609478,0,13.312734595944,22.698930518643,0,0,6,0,1,8.13355686628299,36.1237842442544
13,2,5,z,x,y,-1,-1,1,"phys_x<=mv_z,phys_y<=mv_x,phys_z<=mv_y","[-1,-1,+1]",-1326.77340920541,-1973.99258751729,1412.26683054037,28.4475924109993,-53.6303081056042,159.085237609478,0,13.312734595944,22.698930518643,0,0,6,0,1,8.13355686628299,36.1237842442544
14,2,6,z,x,y,1,-1,1,"phys_x<=mv_z,phys_y<=mv_x,phys_z<=mv_y","[+1,-1,+1]",1326.77340920541,-1973.99258751729,1412.26683054037,-28.4475924109993,-53.6303081056042,159.085237609478,0,13.312734595944,22.698930518643,0,0,6,0,1,8.13355686628299,36.1237842442544
15,2,7,z,x,y,-1,1,1,"phys_x<=mv_z,phys_y<=mv_x,phys_z<=mv_y","[-1,+1,+1]",-1326.77340920541,1973.99258751729,1412.26683054037,28.4475924109993,53.6303081056042,159.085237609478,0,13.312734595944,22.698930518643,0,0,6,0,1,8.13355686628299,36.1237842442544
16,2,8,z,x,y,1,1,1,"phys_x<=mv_z,phys_y<=mv_x,phys_z<=mv_y","[+1,+1,+1]",1326.77340920541,1973.99258751729,1412.26683054037,-28.4475924109993,53.6303081056042,159.085237609478,0,13.312734595944,22.698930518643,0,0,6,0,1,8.13355686628299,36.1237842442544
