phase9_delta_mv_x,phase9_delta_mv_y,phase9_delta_mv_z,phase9_dominant_axis,phase9_dominance_ratio,phase9_pair_coherent,phase9_seq_condition,phase91_delta_mv_x,phase91_delta_mv_y,phase91_delta_mv_z,phase91_dominant_axis,phase91_dominance_ratio,phase91_pair_coherent,phase91_seq_condition,phase92_delta_mv_x,phase92_delta_mv_y,phase92_delta_mv_z,phase92_dominant_axis,phase92_dominance_ratio,phase92_pair_coherent,phase92_seq_condition,cond1_dominant_axis_z,cond2_dominance_ratio_ok,cond3_abs_delta_mv_z_ok,cond4_seq_jumps_zero,final_decision
-1406.10411329146,185.599602142748,379.110408683733,x,0.269617594529539,0,1,406.896533752042,211.745462125453,390.129134613365,x,0.958791983347552,0,1,-5.54925585796377,214.81251121356,405.424346031793,z,1.88734047072673,1,1,1,1,1,1,z_pair_fixed
