baseline_delta_mv_x,baseline_delta_mv_y,baseline_delta_mv_z,baseline_dominant_axis,baseline_dominance_ratio,baseline_pair_coherent,retest_delta_mv_x,retest_delta_mv_y,retest_delta_mv_z,retest_dominant_axis,retest_dominance_ratio,retest_pair_coherent
-1406.10411329146,185.599602142748,379.110408683733,x,0.269617594529539,0,406.896533752042,211.745462125453,390.129134613365,x,0.958791983347552,0
