pose,runs_found,freq_mean_hz,seq_jumps_total,raw_x_pose_mean,raw_y_pose_mean,raw_z_pose_mean,mv_x_pose_mean,mv_y_pose_mean,mv_z_pose_mean
pos_x,3,100.007298434308,0,1485.6925971973,1831.17303631737,1838.20774521772,1369.79979761697,1654.2208044784,1660.40254978238
neg_x,3,100.007302751192,0,2283.04114694772,1828.47962459017,1857.42260547951,2028.35400754426,1652.83780045239,1676.36668864207
pos_y,3,100.007293625429,0,1868.8512414534,1409.55566431401,1834.80169961676,1685.61162747467,1306.99262132623,1658.20850303589
neg_y,3,100.007288252502,0,1905.98068310657,2128.22322277127,1998.69236659585,1716.79260123298,1899.73762141892,1793.07639776923
pos_z,5,100.007284163307,0,1998.17863811674,1986.57545462882,2083.54387726966,1792.69230997037,1782.7354727978,1863.06750301775
neg_z,5,100.007296778702,0,2005.1987888661,1725.47951453339,1591.91922676605,1798.24156582833,1567.92296158424,1457.64315698596
