protocol_version,session_id,sensor_id,physical_label,node_id,node_mac,seq,sensor_t_us,receiver_t_us,pc_wall_s,sync_group_id,pair_seq,x_raw,y_raw,z_raw,x_g,y_g,z_g,sample_rate_hz,odr_hz,range_g,calibration_id,calibration_applied,packet_status,packet_error_code,firmware_version,contract_version
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56162,562099924,0,0,NA,0,-345,-3996,266,-0.084229,-0.975586,0.064941,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56163,562109925,0,0,NA,0,-324,-3989,269,-0.079102,-0.973877,0.065674,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56164,562119925,0,0,NA,0,-341,-3982,238,-0.083252,-0.972168,0.058105,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56165,562129925,0,0,NA,0,-366,-3990,232,-0.089355,-0.974121,0.056641,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56166,562139924,0,0,NA,0,-368,-4016,221,-0.089844,-0.980469,0.053955,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56167,562149924,0,0,NA,0,-366,-4036,186,-0.089355,-0.985352,0.045410,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56168,562159924,0,0,NA,0,-376,-4036,183,-0.091797,-0.985352,0.044678,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56169,562169925,0,0,NA,0,-365,-4033,203,-0.089111,-0.984619,0.049561,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56170,562179924,0,0,NA,0,-348,-4023,212,-0.084961,-0.982178,0.051758,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56171,562189924,0,0,NA,0,-341,-4009,196,-0.083252,-0.978760,0.047852,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56172,562199925,0,0,NA,0,-341,-4019,180,-0.083252,-0.981201,0.043945,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56173,562209925,0,0,NA,0,-361,-4028,177,-0.088135,-0.983398,0.043213,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56174,562219925,0,0,NA,0,-374,-3992,183,-0.091309,-0.974609,0.044678,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56175,562229925,0,0,NA,0,-364,-3947,194,-0.088867,-0.963623,0.047363,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56176,562239924,0,0,NA,0,-366,-3975,191,-0.089355,-0.970459,0.046631,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56177,562249925,0,0,NA,0,-381,-3991,211,-0.093018,-0.974365,0.051514,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56178,562259925,0,0,NA,0,-385,-3979,222,-0.093994,-0.971436,0.054199,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56179,562269925,0,0,NA,0,-365,-3990,232,-0.089111,-0.974121,0.056641,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56180,562279924,0,0,NA,0,-327,-3998,244,-0.079834,-0.976074,0.059570,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56181,562289925,0,0,NA,0,-338,-4009,198,-0.082520,-0.978760,0.048340,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56182,562299925,0,0,NA,0,-360,-4007,157,-0.087891,-0.978271,0.038330,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56183,562309925,0,0,NA,0,-364,-3991,168,-0.088867,-0.974365,0.041016,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
kx134.v3,NODE_PROTOTYPE,1,KX134_SENSOR_1,sensor_node_1,D4:E9:F4:E9:8E:1C,56184,562319924,0,0,NA,0,-366,-3989,185,-0.089355,-0.973877,0.045166,100,100,8,UNCALIBRATED_SENSOR_1,false,CALIBRATION_MISSING,CALIBRATION_MISSING,kx134_single_node_i2c.0.1.0,kx134.v3
